,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
10,H2H 5-1,Jarkko Nieminen,4.0,1.0,5495272.0,106478.0,,,Jarkko Nieminen,66.0,1.0,1.0,69.0,21.0,85.0,61.0,34.0,24.0,11.0,,,161.0,127.0,188.0,2.0,154.0,49.0,19.0,R16,6-3 6-3 6-2,Fernando Gonzalez,5.0,2.0,5495272.0,106477.0,,,Fernando Gonzalez,88.0,9.0,6.0,85.0,40.0,69.0,38.0,29.0,31.0,19.0,,,175.0,146.0,205.0,1.0,154.0,47.0,38.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
11,H2H 1-0,Rainer Schuettler,0.0,3.0,5495273.0,106468.0,,,Rainer Schuettler,80.0,10.0,2.0,93.0,30.0,90.0,55.0,38.0,35.0,12.0,,,161.0,136.0,188.0,2.0,183.0,48.0,26.0,R16,6-3 6-3 7-5,Martin Verkerk,22.0,4.0,5495273.0,106467.0,,,Martin Verkerk,103.0,15.0,6.0,90.0,40.0,93.0,57.0,47.0,36.0,16.0,,,195.0,167.0,212.0,1.0,183.0,54.0,54.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
12,H2H 7-5,Jiri Novak,2.0,5.0,5495274.0,106471.0,,,Jiri Novak,85.0,9.0,1.0,96.0,32.0,96.0,54.0,33.0,42.0,20.0,,,172.0,140.0,193.0,1.0,192.0,57.0,21.0,R16,7-5 6-3 6-2,Carlos Moya,12.0,7.0,5495274.0,106472.0,,,Carlos Moya,107.0,11.0,4.0,96.0,43.0,96.0,47.0,38.0,49.0,26.0,,,184.0,139.0,212.0,2.0,192.0,64.0,50.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
13,H2H 3-0,Mariano Zabaleta,4.0,5.0,5495275.0,106474.0,,,Mariano Zabaleta,116.0,12.0,6.0,128.0,56.0,101.0,53.0,41.0,48.0,19.0,,,184.0,144.0,207.0,2.0,229.0,81.0,59.0,R16,6-4 7-6(4) 5-7 6-7(4) 6-3,Guillermo Coria,0.0,3.0,5495275.0,106473.0,,,Guillermo Coria,113.0,7.0,6.0,101.0,41.0,128.0,76.0,44.0,52.0,28.0,,,160.0,126.0,189.0,1.0,229.0,56.0,31.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
14,H2H 1-0,Flavio Saretta,0.0,1.0,5495276.0,106469.0,,,Flavio Saretta,65.0,3.0,2.0,72.0,24.0,87.0,62.0,33.0,25.0,8.0,,,146.0,130.0,188.0,1.0,159.0,60.0,20.0,R16,6-2 6-1 7-5,Andre Agassi,5.0,2.0,5495276.0,106470.0,,,Andre Agassi,94.0,17.0,8.0,87.0,46.0,72.0,49.0,37.0,23.0,11.0,,,170.0,136.0,193.0,2.0,159.0,45.0,34.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
15,H2H 1-1,Lleyton Hewitt,3.0,12.0,5495253.0,106457.0,,,Lleyton Hewitt,140.0,10.0,6.0,133.0,58.0,145.0,69.0,49.0,76.0,33.0,,,167.0,139.0,191.0,1.0,278.0,90.0,49.0,R32,4-6 1-6 6-3 6-2 6-3,Tommy Robredo,4.0,2.0,5495253.0,106458.0,,,Tommy Robredo,138.0,22.0,8.0,145.0,63.0,133.0,93.0,56.0,40.0,19.0,,,153.0,138.0,193.0,2.0,278.0,90.0,47.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
16,H2H 3-3,Gaston Gaudio,1.0,7.0,5495254.0,106465.0,,,Gaston Gaudio,94.0,9.0,3.0,109.0,42.0,92.0,57.0,38.0,35.0,14.0,,,166.0,136.0,193.0,1.0,201.0,59.0,38.0,R32,7-6(1) 7-5 5-7 6-3,Gustavo Kuerten,8.0,2.0,5495254.0,106466.0,,,Gustavo Kuerten,107.0,8.0,4.0,92.0,40.0,109.0,50.0,39.0,59.0,28.0,,,176.0,133.0,193.0,2.0,201.0,56.0,47.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
17,H2H 6-2,Nicolas Lapentti,9.0,6.0,5495255.0,106456.0,,,Nicolas Lapentti,162.0,16.0,4.0,173.0,67.0,149.0,84.0,55.0,65.0,40.0,,,170.0,125.0,201.0,2.0,322.0,89.0,95.0,R32,4-6 4-6 6-3 6-4 6-4,Albert Costa,2.0,6.0,5495255.0,106455.0,,,Albert Costa,160.0,16.0,5.0,149.0,54.0,173.0,108.0,75.0,65.0,31.0,,,165.0,141.0,194.0,1.0,322.0,67.0,71.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
18,H2H 1-0,Nicolas Coutelot,5.0,10.0,5495256.0,106452.0,,,Nicolas Coutelot,76.0,3.0,1.0,74.0,21.0,106.0,48.0,28.0,58.0,27.0,,,161.0,140.0,194.0,2.0,180.0,67.0,39.0,R32,6-4 6-3 6-2,Arnaud Clement,4.0,2.0,5495256.0,106451.0,,,Arnaud Clement,104.0,18.0,5.0,106.0,51.0,74.0,47.0,36.0,27.0,17.0,,,168.0,133.0,189.0,1.0,180.0,37.0,37.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
19,H2H 2-1,Tim Henman,6.0,6.0,5495257.0,106454.0,,,Tim Henman,102.0,3.0,1.0,104.0,32.0,124.0,65.0,44.0,59.0,26.0,,,166.0,134.0,194.0,2.0,228.0,65.0,52.0,R32,4-6 6-2 6-4 6-2,Juan Carlos Ferrero,6.0,0.0,5495257.0,106453.0,,,Juan Carlos Ferrero,126.0,18.0,6.0,124.0,54.0,104.0,61.0,42.0,43.0,30.0,,,161.0,138.0,189.0,1.0,228.0,50.0,59.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
20,H2H 6-0,Fernando Vicente,5.0,2.0,5495258.0,106462.0,,,Fernando Vicente,87.0,7.0,3.0,99.0,35.0,96.0,51.0,31.0,45.0,21.0,,,151.0,123.0,194.0,2.0,195.0,75.0,37.0,R32,7-6(3) 6-3 6-3,Felix Mantilla,0.0,2.0,5495258.0,106461.0,,,Felix Mantilla,108.0,10.0,5.0,96.0,44.0,99.0,69.0,46.0,30.0,18.0,,,147.0,135.0,196.0,1.0,195.0,50.0,31.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
21,H2H 1-1,Sjeng Schalken,2.0,4.0,5495259.0,106459.0,,,Sjeng Schalken,69.0,3.0,3.0,76.0,28.0,74.0,48.0,29.0,26.0,12.0,,,152.0,127.0,173.0,1.0,150.0,41.0,20.0,R32,7-6(4) 6-3 3-1 Retired,Fernando Gonzalez,13.0,7.0,5495259.0,106460.0,,,Fernando Gonzalez,81.0,9.0,5.0,74.0,33.0,76.0,51.0,37.0,25.0,11.0,,,165.0,149.0,212.0,2.0,150.0,49.0,39.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
22,H2H 3-1,Victor Hanescu,7.0,5.0,5495260.0,106464.0,,,Victor Hanescu,162.0,16.0,8.0,170.0,76.0,160.0,89.0,57.0,71.0,29.0,,,171.0,135.0,196.0,2.0,330.0,93.0,71.0,R32,6-7(1) 6-4 6-2 3-6 6-3,Jarkko Nieminen,5.0,4.0,5495260.0,106463.0,,,Jarkko Nieminen,168.0,20.0,11.0,160.0,74.0,170.0,116.0,71.0,54.0,23.0,,,145.0,120.0,191.0,1.0,330.0,91.0,74.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
23,H2H 4-0,Vince Spadea,4.0,4.0,5495261.0,106448.0,,,Vince Spadea,113.0,12.0,5.0,118.0,43.0,124.0,68.0,42.0,56.0,28.0,,,164.0,131.0,188.0,2.0,242.0,69.0,35.0,R32,5-7 6-4 6-2 7-5,Martin Verkerk,12.0,11.0,5495261.0,106447.0,,,Martin Verkerk,129.0,17.0,8.0,124.0,54.0,118.0,64.0,52.0,54.0,23.0,,,195.0,168.0,217.0,1.0,242.0,78.0,60.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
24,H2H 2-1,Wayne Ferreira,7.0,0.0,5495262.0,106443.0,,,Wayne Ferreira,121.0,21.0,5.0,130.0,53.0,112.0,55.0,33.0,57.0,35.0,,,167.0,128.0,199.0,1.0,242.0,95.0,48.0,R32,6-3 1-6 7-6(3) 2-3 Retired,Rainer Schuettler,3.0,3.0,5495262.0,106444.0,,,Rainer Schuettler,121.0,9.0,4.0,112.0,44.0,130.0,76.0,43.0,54.0,34.0,,,147.0,125.0,188.0,2.0,242.0,73.0,26.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
25,H2H 4-0,Ivan Ljubicic,21.0,7.0,5495263.0,106446.0,,,Ivan Ljubicic,118.0,11.0,3.0,115.0,38.0,136.0,72.0,55.0,64.0,25.0,,,175.0,129.0,210.0,2.0,251.0,98.0,55.0,R32,6-4 7-5 3-6 6-2,Jiri Novak,9.0,1.0,5495263.0,106445.0,,,Jiri Novak,133.0,17.0,6.0,136.0,56.0,115.0,79.0,58.0,36.0,19.0,,,161.0,130.0,188.0,1.0,251.0,63.0,35.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
26,H2H 3-2,Juan Ignacio Chela,5.0,16.0,5495264.0,106439.0,,,Juan Ignacio Chela,137.0,11.0,7.0,148.0,65.0,131.0,55.0,38.0,76.0,34.0,,,171.0,143.0,188.0,1.0,279.0,80.0,46.0,R32,6-2 6-3 3-6 2-6 6-3,Carlos Moya,9.0,14.0,5495264.0,106440.0,,,Carlos Moya,142.0,13.0,8.0,131.0,59.0,148.0,69.0,51.0,79.0,32.0,,,190.0,144.0,212.0,2.0,279.0,91.0,62.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
27,H2H 2-0,Attila Savolt,5.0,4.0,5495265.0,106442.0,,,Attila Savolt,56.0,3.0,1.0,60.0,14.0,87.0,33.0,20.0,54.0,22.0,,,186.0,145.0,204.0,2.0,147.0,75.0,36.0,R32,6-4 6-1 6-1,Guillermo Coria,1.0,0.0,5495265.0,106441.0,,,Guillermo Coria,91.0,16.0,7.0,87.0,45.0,60.0,37.0,27.0,23.0,19.0,,,162.0,133.0,191.0,1.0,147.0,20.0,16.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
28,H2H 3-7,Younes El Aynaoui,9.0,7.0,5495266.0,106435.0,,,Younes El Aynaoui,122.0,8.0,3.0,129.0,43.0,132.0,82.0,57.0,50.0,22.0,,,171.0,143.0,202.0,1.0,261.0,81.0,56.0,R32,6-2 6-4 3-6 7-6(2),Mariano Zabaleta,1.0,2.0,5495266.0,106436.0,,,Mariano Zabaleta,139.0,13.0,5.0,132.0,53.0,129.0,96.0,69.0,33.0,17.0,,,154.0,144.0,193.0,2.0,261.0,66.0,58.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
29,H2H 1-0,Galo Blanco,5.0,4.0,5495267.0,106449.0,,,Galo Blanco,79.0,9.0,3.0,95.0,36.0,76.0,37.0,24.0,39.0,19.0,,,155.0,136.0,193.0,1.0,171.0,60.0,39.0,R32,7-6(3) 6-3 2-2 Retired,Flavio Saretta,11.0,4.0,5495267.0,106450.0,,,Flavio Saretta,92.0,5.0,4.0,76.0,33.0,95.0,47.0,31.0,48.0,28.0,,,159.0,121.0,188.0,2.0,171.0,40.0,32.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
30,H2H 6-0,Xavier Malisse,13.0,5.0,5495268.0,106437.0,,,Xavier Malisse,98.0,10.0,1.0,108.0,35.0,99.0,46.0,35.0,53.0,28.0,,,181.0,133.0,196.0,1.0,207.0,68.0,55.0,R32,6-4 7-5 7-5,Andre Agassi,3.0,1.0,5495268.0,106438.0,,,Andre Agassi,109.0,10.0,4.0,99.0,36.0,108.0,76.0,51.0,32.0,22.0,,,155.0,136.0,191.0,2.0,207.0,43.0,41.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
31,H2H 4-0,Nikolay Davydenko,6.0,6.0,5495221.0,106402.0,,,Nikolay Davydenko,135.0,17.0,9.0,142.0,68.0,141.0,91.0,46.0,50.0,21.0,,,162.0,136.0,199.0,2.0,283.0,115.0,42.0,R64,6-3 4-6 6-3 7-6(5),Lleyton Hewitt,6.0,10.0,5495221.0,106401.0,,,Lleyton Hewitt,148.0,24.0,11.0,141.0,74.0,142.0,65.0,43.0,77.0,31.0,,,174.0,137.0,189.0,1.0,283.0,82.0,24.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
32,H2H 5-0,Jonas Bjorkman,3.0,0.0,5495222.0,106429.0,,,Jonas Bjorkman,92.0,8.0,1.0,108.0,34.0,88.0,43.0,35.0,45.0,23.0,,,,,,1.0,196.0,56.0,13.0,R64,7-6(2) 6-3 6-4,Tommy Robredo,5.0,5.0,5495222.0,106430.0,,,Tommy Robredo,104.0,5.0,3.0,88.0,30.0,108.0,65.0,53.0,43.0,21.0,,,,,,2.0,196.0,63.0,38.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
33,H2H 1-0,Olivier Mutis,7.0,5.0,5495223.0,106414.0,,,Olivier Mutis,86.0,7.0,4.0,80.0,30.0,116.0,51.0,35.0,65.0,21.0,,,170.0,122.0,189.0,2.0,196.0,71.0,31.0,R64,6-2 1-6 6-2 6-2,Gaston Gaudio,3.0,0.0,5495223.0,106413.0,,,Gaston Gaudio,110.0,17.0,8.0,116.0,60.0,80.0,49.0,33.0,31.0,17.0,,,167.0,133.0,191.0,1.0,196.0,40.0,28.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
34,H2H 6-1,Hicham Arazi,0.0,0.0,5495224.0,106405.0,,,Hicham Arazi,45.0,2.0,0.0,57.0,17.0,71.0,36.0,13.0,35.0,15.0,,,155.0,125.0,186.0,1.0,128.0,57.0,11.0,R64,6-1 6-0 6-1,Gustavo Kuerten,6.0,0.0,5495224.0,106406.0,,,Gustavo Kuerten,83.0,14.0,7.0,71.0,43.0,57.0,29.0,23.0,28.0,17.0,,,178.0,133.0,194.0,2.0,128.0,30.0,22.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
35,H2H 1-0,Radek Stepanek,11.0,4.0,5495225.0,106410.0,,,Radek Stepanek,143.0,10.0,4.0,149.0,50.0,150.0,97.0,70.0,53.0,23.0,,,164.0,135.0,201.0,2.0,299.0,114.0,40.0,R64,6-3 5-7 6-4 3-6 6-4,Albert Costa,9.0,4.0,5495225.0,106409.0,,,Albert Costa,156.0,9.0,5.0,150.0,57.0,149.0,89.0,63.0,60.0,36.0,,,156.0,138.0,194.0,1.0,299.0,91.0,36.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
36,H2H 2-4,Franco Squillari,3.0,7.0,5495226.0,106434.0,,,Franco Squillari,107.0,13.0,3.0,110.0,38.0,126.0,64.0,40.0,62.0,29.0,,,162.0,130.0,188.0,2.0,236.0,89.0,39.0,R64,4-6 6-1 6-4 6-3,Nicolas Lapentti,7.0,0.0,5495226.0,106433.0,,,Nicolas Lapentti,129.0,18.0,6.0,126.0,57.0,110.0,66.0,50.0,44.0,22.0,,,164.0,128.0,199.0,1.0,236.0,59.0,28.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
37,H2H 2-2,Lars Burgsmuller,1.0,4.0,5495227.0,106408.0,,,Lars Burgsmuller,70.0,2.0,1.0,84.0,27.0,78.0,43.0,29.0,35.0,14.0,,,165.0,138.0,191.0,2.0,162.0,57.0,10.0,R64,6-3 6-3 6-3,Arnaud Clement,3.0,1.0,5495227.0,106407.0,,,Arnaud Clement,92.0,10.0,5.0,78.0,35.0,84.0,44.0,34.0,40.0,23.0,,,173.0,126.0,197.0,1.0,162.0,45.0,29.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
38,H2H 2-0,David Nalbandian,2.0,2.0,5495228.0,106426.0,,,David Nalbandian,114.0,13.0,6.0,135.0,54.0,109.0,58.0,33.0,51.0,27.0,,,163.0,139.0,188.0,2.0,244.0,68.0,23.0,R64,6-3 6-3 4-6 2-6 6-1,Nicolas Coutelot,13.0,2.0,5495228.0,106425.0,,,Nicolas Coutelot,130.0,9.0,8.0,109.0,49.0,135.0,68.0,49.0,67.0,32.0,,,161.0,135.0,196.0,1.0,244.0,81.0,51.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
39,H2H 8-2,Nicolas Massu,5.0,3.0,5495229.0,106416.0,,,Nicolas Massu,21.0,0.0,0.0,25.0,6.0,34.0,16.0,12.0,18.0,3.0,,,173.0,134.0,197.0,2.0,59.0,28.0,12.0,R64,6-2 3-0 Retired,Juan Carlos Ferrero,1.0,1.0,5495229.0,106415.0,,,Juan Carlos Ferrero,38.0,6.0,4.0,34.0,19.0,25.0,10.0,9.0,15.0,10.0,,,169.0,140.0,185.0,1.0,59.0,8.0,9.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
40,H2H 5-3,Todd Martin,5.0,5.0,5495230.0,106417.0,,,Todd Martin,143.0,10.0,5.0,153.0,59.0,150.0,80.0,55.0,70.0,29.0,,,172.0,144.0,197.0,1.0,303.0,103.0,33.0,R64,7-6(5) 5-7 6-1 7-5,Tim Henman,9.0,3.0,5495230.0,106418.0,,,Tim Henman,160.0,15.0,7.0,150.0,66.0,153.0,103.0,71.0,50.0,23.0,,,157.0,136.0,191.0,2.0,303.0,81.0,43.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
41,H2H 2-0,Federico Browne,2.0,2.0,5495231.0,106422.0,,,Federico Browne,93.0,13.0,3.0,105.0,37.0,108.0,74.0,42.0,34.0,14.0,,,,,,2.0,213.0,79.0,24.0,R64,6-3 4-6 6-3 6-1,Felix Mantilla,6.0,3.0,5495231.0,106421.0,,,Felix Mantilla,120.0,11.0,8.0,108.0,52.0,105.0,73.0,55.0,32.0,13.0,,,,,,1.0,213.0,58.0,34.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
42,H2H 3-2,Sebastien Grosjean,3.0,0.0,5495232.0,106404.0,,,Sebastien Grosjean,80.0,4.0,1.0,92.0,25.0,91.0,49.0,35.0,42.0,20.0,,,173.0,130.0,199.0,2.0,183.0,59.0,32.0,R64,7-6(3) 6-3 6-3,Fernando Vicente,9.0,3.0,5495232.0,106403.0,,,Fernando Vicente,103.0,4.0,4.0,91.0,36.0,92.0,45.0,38.0,47.0,29.0,,,171.0,128.0,197.0,1.0,183.0,34.0,36.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
