,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
10,H2H 5-2,Rainer Schuettler,3.0,2.0,5500357.0,106847.0,,,Rainer Schuettler,117.0,8.0,1.0,119.0,41.0,131.0,69.0,48.0,62.0,28.0,,,160.0,143.0,189.0,1.0,250.0,27.0,40.0,R16,7-5 6-4 7-5,Sjeng Schalken,5.0,6.0,5500357.0,106848.0,,,Sjeng Schalken,133.0,15.0,4.0,131.0,55.0,119.0,86.0,58.0,33.0,20.0,,,164.0,139.0,181.0,2.0,250.0,24.0,29.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
11,H2H 1-5,David Nalbandian,1.0,5.0,5500358.0,106837.0,,,David Nalbandian,119.0,6.0,5.0,119.0,44.0,140.0,100.0,56.0,40.0,19.0,,,160.0,146.0,181.0,1.0,259.0,23.0,41.0,R16,6-2 6-7(4) 7-5 6-3,Tim Henman,5.0,7.0,5500358.0,106838.0,,,Tim Henman,140.0,20.0,10.0,140.0,65.0,119.0,79.0,57.0,40.0,18.0,,,178.0,146.0,202.0,2.0,259.0,21.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
12,H2H 1-3,Juan Carlos Ferrero,6.0,5.0,5500359.0,106850.0,,,Juan Carlos Ferrero,136.0,7.0,3.0,142.0,47.0,143.0,84.0,60.0,59.0,29.0,,,176.0,149.0,194.0,2.0,285.0,30.0,48.0,R16,6-2 4-6 7-6(2) 7-6(3),Sebastien Grosjean,17.0,4.0,5500359.0,106849.0,,,Sebastien Grosjean,149.0,12.0,4.0,143.0,54.0,142.0,78.0,64.0,64.0,31.0,,,183.0,141.0,204.0,1.0,285.0,24.0,62.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
13,H2H 2-0,Olivier Rochus,4.0,6.0,5500360.0,106845.0,,,Olivier Rochus,114.0,6.0,3.0,117.0,39.0,131.0,67.0,43.0,64.0,32.0,,,,,,1.0,248.0,20.0,27.0,R16,5-7 6-3 6-4 6-2,Alexander Popp,12.0,2.0,5500360.0,106846.0,,,Alexander Popp,134.0,9.0,6.0,131.0,56.0,117.0,76.0,56.0,41.0,22.0,,,,,,2.0,248.0,33.0,48.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
14,H2H 2-6,Andre Agassi,10.0,2.0,5500361.0,106840.0,,,Andre Agassi,157.0,11.0,2.0,157.0,50.0,165.0,110.0,77.0,55.0,30.0,,,172.0,144.0,197.0,2.0,322.0,22.0,48.0,R16,6-3 2-6 6-7(4) 6-3 6-4,Mark Philippoussis,46.0,12.0,5500361.0,106839.0,,,Mark Philippoussis,165.0,21.0,3.0,165.0,58.0,157.0,100.0,82.0,57.0,25.0,,,199.0,173.0,215.0,1.0,322.0,36.0,85.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
15,H2H 1-3,Ivo Karlovic,26.0,4.0,5500338.0,106813.0,,,Ivo Karlovic,119.0,4.0,1.0,126.0,27.0,121.0,77.0,68.0,44.0,24.0,,,191.0,168.0,215.0,1.0,247.0,9.0,70.0,R32,7-6(5) 3-6 6-3 7-6(4),Max Mirnyi,7.0,3.0,5500338.0,106814.0,,,Max Mirnyi,128.0,2.0,1.0,121.0,29.0,126.0,87.0,72.0,39.0,27.0,,,189.0,165.0,209.0,2.0,247.0,6.0,43.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
16,H2H 2-2,Justin Gimelstob,5.0,3.0,5500339.0,106812.0,,,Justin Gimelstob,59.0,4.0,1.0,79.0,23.0,74.0,37.0,25.0,37.0,11.0,,,178.0,151.0,196.0,2.0,153.0,10.0,25.0,R32,6-1 6-3 6-3,Jonas Bjorkman,7.0,4.0,5500339.0,106811.0,,,Jonas Bjorkman,94.0,12.0,6.0,74.0,38.0,79.0,52.0,42.0,27.0,14.0,,,181.0,149.0,199.0,1.0,153.0,5.0,39.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
17,H2H 1-0,Rafael Nadal,2.0,3.0,5500340.0,106808.0,,,Rafael Nadal,80.0,3.0,2.0,82.0,27.0,100.0,73.0,46.0,27.0,7.0,,,162.0,146.0,185.0,2.0,182.0,28.0,24.0,R32,6-4 6-4 6-2,Paradorn Srichaphan,7.0,4.0,5500340.0,106807.0,,,Paradorn Srichaphan,102.0,15.0,6.0,100.0,47.0,82.0,53.0,38.0,29.0,17.0,,,183.0,151.0,207.0,1.0,182.0,22.0,41.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
18,H2H 11-0,Tommy Robredo,5.0,5.0,5500341.0,106803.0,,,Tommy Robredo,93.0,1.0,0.0,96.0,23.0,104.0,66.0,53.0,38.0,17.0,,,172.0,141.0,196.0,1.0,200.0,15.0,31.0,R32,7-6(5) 6-4 6-4,Andy Roddick,9.0,3.0,5500341.0,106804.0,,,Andy Roddick,107.0,3.0,2.0,104.0,34.0,96.0,69.0,55.0,27.0,18.0,,,197.0,162.0,217.0,2.0,200.0,14.0,36.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
19,H2H 8-1,Mardy Fish,9.0,6.0,5500342.0,106806.0,,,Mardy Fish,93.0,6.0,1.0,110.0,36.0,102.0,56.0,38.0,46.0,19.0,,,186.0,159.0,205.0,2.0,212.0,18.0,29.0,R32,6-3 6-1 4-6 6-1,Roger Federer,12.0,4.0,5500342.0,106805.0,,,Roger Federer,119.0,12.0,6.0,102.0,45.0,110.0,60.0,44.0,50.0,30.0,,,186.0,159.0,205.0,1.0,212.0,17.0,47.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
20,H2H 1-0,Flavio Saretta,6.0,6.0,5500343.0,106815.0,,,Flavio Saretta,84.0,8.0,1.0,88.0,25.0,95.0,56.0,37.0,39.0,22.0,,,,,,1.0,183.0,23.0,23.0,R32,6-4 6-4 6-4,Feliciano Lopez,18.0,6.0,5500343.0,106816.0,,,Feliciano Lopez,99.0,12.0,4.0,95.0,36.0,88.0,52.0,43.0,36.0,20.0,,,,,,2.0,183.0,27.0,39.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
21,H2H 3-0,Todd Martin,11.0,9.0,5500344.0,106810.0,,,Todd Martin,156.0,7.0,4.0,156.0,51.0,173.0,112.0,77.0,61.0,28.0,,,175.0,149.0,196.0,2.0,329.0,38.0,58.0,R32,4-6 7-5 6-7(1) 6-1 7-5,Rainer Schuettler,8.0,1.0,5500344.0,106809.0,,,Rainer Schuettler,173.0,21.0,7.0,173.0,68.0,156.0,108.0,83.0,48.0,22.0,,,162.0,139.0,189.0,1.0,329.0,22.0,71.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
22,H2H 1-0,Victor Hanescu,4.0,3.0,5500345.0,106817.0,,,Victor Hanescu,81.0,2.0,1.0,95.0,28.0,92.0,49.0,31.0,43.0,22.0,,,181.0,157.0,201.0,1.0,187.0,22.0,35.0,R32,6-2 6-4 7-6(3),Sjeng Schalken,7.0,0.0,5500345.0,106818.0,,,Sjeng Schalken,106.0,6.0,4.0,92.0,39.0,95.0,66.0,52.0,29.0,15.0,,,160.0,144.0,178.0,2.0,187.0,18.0,35.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
23,H2H 2-0,Karol Kucera,7.0,11.0,5500346.0,106824.0,,,Karol Kucera,169.0,20.0,7.0,180.0,76.0,167.0,104.0,72.0,63.0,21.0,,,175.0,146.0,196.0,2.0,347.0,51.0,46.0,R32,6-4 5-7 6-7(1) 6-4 6-2,David Nalbandian,2.0,9.0,5500346.0,106823.0,,,David Nalbandian,178.0,23.0,10.0,167.0,74.0,180.0,104.0,68.0,76.0,36.0,,,173.0,146.0,194.0,1.0,347.0,45.0,39.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
24,H2H 2-0,Robin Soderling,5.0,7.0,5500347.0,106819.0,,,Robin Soderling,63.0,4.0,2.0,67.0,19.0,93.0,55.0,34.0,38.0,10.0,,,186.0,152.0,207.0,1.0,160.0,27.0,24.0,R32,6-3 6-1 6-4,Tim Henman,12.0,2.0,5500347.0,106820.0,,,Tim Henman,97.0,17.0,7.0,93.0,49.0,67.0,47.0,35.0,20.0,13.0,,,180.0,154.0,197.0,2.0,160.0,10.0,38.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
25,H2H 2-2,Wesley Moodie,8.0,4.0,5500348.0,106834.0,,,Wesley Moodie,124.0,3.0,0.0,115.0,29.0,157.0,113.0,70.0,44.0,25.0,,,181.0,168.0,194.0,2.0,272.0,28.0,45.0,R32,6-7(5) 6-2 6-4 6-4,Sebastien Grosjean,15.0,3.0,5500348.0,106833.0,,,Sebastien Grosjean,148.0,19.0,4.0,157.0,62.0,115.0,65.0,54.0,50.0,32.0,,,186.0,139.0,201.0,1.0,272.0,10.0,62.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
26,H2H 4-0,Sargis Sargsian,9.0,4.0,5500349.0,106825.0,,,Sargis Sargsian,108.0,8.0,3.0,120.0,42.0,97.0,58.0,47.0,39.0,19.0,,,178.0,148.0,199.0,1.0,217.0,29.0,29.0,R32,6-4 6-4 2-6 6-4,Juan Carlos Ferrero,9.0,10.0,5500349.0,106826.0,,,Juan Carlos Ferrero,109.0,8.0,4.0,97.0,31.0,120.0,76.0,55.0,44.0,23.0,,,175.0,151.0,199.0,2.0,217.0,17.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
27,H2H 7-3,Jarkko Nieminen,5.0,4.0,5500350.0,106830.0,,,Jarkko Nieminen,93.0,8.0,4.0,93.0,37.0,111.0,72.0,40.0,39.0,16.0,,,164.0,131.0,197.0,2.0,204.0,30.0,35.0,R32,7-6(5) 6-3 6-1,Olivier Rochus,6.0,5.0,5500350.0,106829.0,,,Olivier Rochus,111.0,17.0,8.0,111.0,55.0,93.0,58.0,43.0,35.0,13.0,,,164.0,136.0,181.0,1.0,204.0,19.0,42.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
28,H2H 1-0,Jiri Novak,1.0,2.0,5500351.0,106832.0,,,Jiri Novak,79.0,4.0,2.0,88.0,23.0,95.0,77.0,45.0,18.0,11.0,,,168.0,149.0,183.0,2.0,183.0,13.0,12.0,R32,6-3 6-4 7-6(3),Alexander Popp,8.0,6.0,5500351.0,106831.0,,,Alexander Popp,104.0,5.0,4.0,95.0,39.0,88.0,53.0,45.0,35.0,20.0,,,181.0,162.0,199.0,1.0,183.0,22.0,36.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
29,H2H 1-0,Radek Stepanek,15.0,8.0,5500352.0,106828.0,,,Radek Stepanek,161.0,5.0,1.0,148.0,41.0,192.0,131.0,85.0,61.0,35.0,,,176.0,149.0,196.0,2.0,340.0,27.0,56.0,R32,4-6 7-6(7) 6-4 7-6(6),Mark Philippoussis,33.0,12.0,5500352.0,106827.0,,,Mark Philippoussis,179.0,13.0,1.0,192.0,72.0,148.0,83.0,74.0,65.0,33.0,,,197.0,173.0,213.0,1.0,340.0,28.0,87.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
30,H2H 5-0,Younes El Aynaoui,19.0,4.0,5500353.0,106821.0,,,Younes El Aynaoui,145.0,9.0,1.0,144.0,37.0,161.0,117.0,82.0,44.0,26.0,,,185.0,165.0,210.0,1.0,305.0,29.0,57.0,R32,5-7 6-4 7-6(4) 7-6(4),Andre Agassi,12.0,4.0,5500353.0,106822.0,,,Andre Agassi,160.0,7.0,1.0,161.0,53.0,144.0,88.0,71.0,56.0,36.0,,,175.0,146.0,197.0,2.0,305.0,22.0,61.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
31,H2H 1-0,Paul Baccanello,5.0,7.0,5500306.0,106768.0,,,Paul Baccanello,121.0,4.0,1.0,123.0,32.0,141.0,96.0,69.0,45.0,20.0,,,,,,2.0,264.0,18.0,38.0,R64,6-4 7-6(3) 5-7 6-2,Ivo Karlovic,29.0,7.0,5500306.0,106767.0,,,Ivo Karlovic,143.0,17.0,3.0,141.0,52.0,123.0,85.0,70.0,38.0,21.0,,,,,,1.0,264.0,17.0,77.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
32,H2H 2-1,Ivan Ljubicic,14.0,2.0,5500307.0,106763.0,,,Ivan Ljubicic,87.0,5.0,2.0,103.0,28.0,99.0,62.0,44.0,37.0,15.0,,,185.0,149.0,209.0,1.0,202.0,23.0,41.0,R64,6-3 6-4 2-6 6-2,Max Mirnyi,19.0,5.0,5500307.0,106764.0,,,Max Mirnyi,115.0,7.0,4.0,99.0,40.0,103.0,76.0,59.0,27.0,16.0,,,189.0,167.0,209.0,2.0,202.0,13.0,41.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
33,H2H 1-0,Jurgen Melzer,5.0,2.0,5500308.0,106771.0,,,Jurgen Melzer,89.0,10.0,2.0,104.0,28.0,102.0,65.0,46.0,37.0,15.0,,,176.0,146.0,196.0,1.0,206.0,18.0,37.0,R64,6-4 6-2 2-6 6-3,Jonas Bjorkman,9.0,4.0,5500308.0,106772.0,,,Jonas Bjorkman,117.0,7.0,4.0,102.0,41.0,104.0,74.0,57.0,30.0,19.0,,,183.0,156.0,201.0,2.0,206.0,11.0,46.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
34,H2H 1-0,Arnaud Clement,3.0,1.0,5500309.0,106754.0,,,Arnaud Clement,145.0,15.0,3.0,160.0,59.0,135.0,77.0,51.0,58.0,35.0,,,,,,2.0,295.0,17.0,50.0,R64,2-6 6-3 6-4 6-7(2) 6-1,Justin Gimelstob,24.0,10.0,5500309.0,106753.0,,,Justin Gimelstob,150.0,10.0,5.0,135.0,49.0,160.0,86.0,65.0,74.0,36.0,,,,,,1.0,295.0,35.0,75.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
35,H2H 1-0,Olivier Mutis,5.0,9.0,5500310.0,106748.0,,,Olivier Mutis,179.0,14.0,8.0,178.0,72.0,177.0,96.0,62.0,81.0,45.0,,,167.0,133.0,191.0,2.0,355.0,58.0,42.0,R64,4-6 1-6 7-6(4) 7-5 7-5,Paradorn Srichaphan,15.0,6.0,5500310.0,106747.0,,,Paradorn Srichaphan,176.0,19.0,6.0,177.0,70.0,178.0,102.0,74.0,76.0,32.0,,,183.0,151.0,204.0,1.0,355.0,43.0,63.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
36,H2H 1-0,Lee Childs,9.0,5.0,5500311.0,106766.0,,,Lee Childs,73.0,4.0,2.0,78.0,23.0,89.0,52.0,37.0,37.0,13.0,,,178.0,144.0,199.0,2.0,167.0,23.0,20.0,R64,6-2 6-4 6-3,Rafael Nadal,3.0,2.0,5500311.0,106765.0,,,Rafael Nadal,94.0,19.0,6.0,89.0,39.0,78.0,50.0,39.0,28.0,16.0,,,164.0,144.0,186.0,1.0,167.0,12.0,31.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
37,H2H 1-1,Brian Vahaly,1.0,4.0,5500312.0,106750.0,,,Brian Vahaly,74.0,10.0,0.0,87.0,23.0,89.0,56.0,37.0,33.0,14.0,,,170.0,149.0,196.0,2.0,176.0,19.0,25.0,R64,6-4 6-4 6-2,Tommy Robredo,7.0,2.0,5500312.0,106749.0,,,Tommy Robredo,102.0,8.0,4.0,89.0,38.0,87.0,56.0,47.0,31.0,17.0,,,173.0,138.0,194.0,1.0,176.0,9.0,45.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
38,H2H 6-1,Greg Rusedski,14.0,1.0,5500313.0,106737.0,,,Greg Rusedski,104.0,2.0,1.0,108.0,28.0,112.0,67.0,50.0,45.0,26.0,,,188.0,159.0,213.0,1.0,220.0,10.0,44.0,R64,7-6(4) 7-6(1) 7-5,Andy Roddick,14.0,4.0,5500313.0,106738.0,,,Andy Roddick,116.0,8.0,2.0,112.0,36.0,108.0,71.0,61.0,37.0,19.0,,,197.0,167.0,222.0,2.0,220.0,11.0,53.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
39,H2H 4-1,Stefan Koubek,0.0,3.0,5500314.0,106740.0,,,Stefan Koubek,57.0,3.0,1.0,73.0,22.0,75.0,45.0,20.0,30.0,15.0,,,165.0,146.0,185.0,2.0,148.0,27.0,14.0,R64,7-5 6-1 6-1,Roger Federer,6.0,4.0,5500314.0,106739.0,,,Roger Federer,91.0,12.0,7.0,75.0,40.0,73.0,42.0,34.0,31.0,17.0,,,183.0,159.0,201.0,1.0,148.0,20.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
40,H2H 2-3,Jan-Michael Gambill,7.0,1.0,5500315.0,106761.0,,,Jan-Michael Gambill,61.0,1.0,1.0,73.0,18.0,71.0,49.0,34.0,22.0,9.0,,,,,,1.0,144.0,18.0,23.0,R64,6-4 6-4 6-1,Mardy Fish,16.0,3.0,5500315.0,106762.0,,,Mardy Fish,83.0,9.0,5.0,71.0,28.0,73.0,43.0,38.0,30.0,17.0,,,,,,2.0,144.0,15.0,41.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
41,H2H 1-1,Agustin Calleri,10.0,11.0,5500316.0,106759.0,,,Agustin Calleri,201.0,17.0,6.0,203.0,70.0,226.0,134.0,93.0,92.0,38.0,,,,,,1.0,429.0,101.0,71.0,R64,6-4 6-7(13) 6-2 6-7(5) 10-8,Flavio Saretta,13.0,10.0,5500316.0,106760.0,,,Flavio Saretta,228.0,27.0,10.0,226.0,95.0,203.0,123.0,94.0,80.0,39.0,,,,,,2.0,429.0,46.0,54.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
42,H2H 6-3,Mikhail Youzhny,3.0,8.0,5500317.0,106756.0,,,Mikhail Youzhny,89.0,7.0,1.0,106.0,37.0,97.0,60.0,36.0,37.0,16.0,,,,,,2.0,203.0,27.0,26.0,R64,7-6(5) 6-3 6-2,Feliciano Lopez,25.0,3.0,5500317.0,106755.0,,,Feliciano Lopez,114.0,11.0,4.0,97.0,45.0,106.0,62.0,49.0,44.0,20.0,,,,,,1.0,203.0,29.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
43,H2H 3-4,Fabrice Santoro,0.0,1.0,5500318.0,106752.0,,,Fabrice Santoro,70.0,3.0,0.0,80.0,23.0,89.0,62.0,37.0,27.0,10.0,,,146.0,120.0,160.0,2.0,169.0,18.0,20.0,R64,6-2 6-3 6-3,Rainer Schuettler,3.0,0.0,5500318.0,106751.0,,,Rainer Schuettler,99.0,10.0,5.0,89.0,42.0,80.0,57.0,44.0,23.0,13.0,,,160.0,136.0,186.0,1.0,169.0,14.0,40.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
