,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
91,H2H 3-0,Tomas Behrend,1.0,3.0,5500270.0,106524.0,,,Tomas Behrend,75.0,1.0,0.0,77.0,22.0,96.0,66.0,40.0,30.0,13.0,,,,,,2.0,173.0,45.0,21.0,R128,6-4 6-2 6-3,Juan Ignacio Chela,6.0,0.0,5500270.0,106523.0,,,Juan Ignacio Chela,98.0,16.0,5.0,96.0,43.0,77.0,59.0,43.0,18.0,12.0,,,,,,1.0,173.0,11.0,17.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
92,H2H 1-1,Albert Portas,2.0,3.0,5500271.0,106550.0,,,Albert Portas,60.0,3.0,1.0,80.0,26.0,71.0,47.0,23.0,24.0,11.0,,,,,,2.0,151.0,21.0,14.0,R128,7-6(4) 6-0 6-0,Victor Hanescu,11.0,9.0,5500271.0,106549.0,,,Victor Hanescu,91.0,7.0,7.0,71.0,37.0,80.0,51.0,41.0,29.0,13.0,,,,,,1.0,151.0,21.0,28.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
93,H2H 2-1,Kenneth Carlsen,16.0,7.0,5500272.0,106541.0,,,Kenneth Carlsen,117.0,9.0,2.0,111.0,34.0,132.0,85.0,60.0,47.0,23.0,,,,,,1.0,243.0,21.0,37.0,R128,6-3 6-4 3-6 6-4,Nicolas Lapentti,10.0,2.0,5500272.0,106542.0,,,Nicolas Lapentti,126.0,15.0,4.0,132.0,49.0,111.0,72.0,59.0,39.0,18.0,,,,,,2.0,243.0,9.0,42.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
94,H2H 1-0,Arvind Parmar,4.0,0.0,5500273.0,106519.0,,,Arvind Parmar,61.0,1.0,0.0,74.0,18.0,80.0,58.0,35.0,22.0,8.0,,,,,,1.0,154.0,40.0,10.0,R128,6-3 6-4 6-1,Sjeng Schalken,2.0,4.0,5500273.0,106520.0,,,Sjeng Schalken,93.0,13.0,5.0,80.0,37.0,74.0,53.0,44.0,21.0,12.0,,,,,,2.0,154.0,21.0,16.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
95,H2H 1-0,Vladimir Voltchkov,5.0,2.0,5500274.0,106560.0,,,Vladimir Voltchkov,89.0,7.0,4.0,97.0,39.0,104.0,60.0,30.0,44.0,20.0,,,181.0,136.0,199.0,2.0,201.0,30.0,30.0,R128,7-5 6-4 6-2,David Nalbandian,5.0,4.0,5500274.0,106559.0,,,David Nalbandian,112.0,12.0,8.0,104.0,54.0,97.0,56.0,33.0,41.0,25.0,,,175.0,151.0,191.0,1.0,201.0,18.0,32.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
96,H2H 1-2,Mariano Puerta,1.0,2.0,5500275.0,106562.0,,,Mariano Puerta,34.0,1.0,0.0,42.0,11.0,39.0,26.0,18.0,13.0,5.0,,,,,,2.0,81.0,7.0,11.0,R128,6-2 3-2 Retired,Andre Sa,2.0,0.0,5500275.0,106561.0,,,Andre Sa,47.0,5.0,2.0,39.0,16.0,42.0,25.0,17.0,17.0,14.0,,,,,,1.0,81.0,4.0,16.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
97,H2H 1-0,Dick Norman,24.0,12.0,5500276.0,106563.0,,,Dick Norman,114.0,3.0,0.0,115.0,29.0,119.0,65.0,57.0,54.0,28.0,,,,,,1.0,234.0,22.0,54.0,R128,7-6(8) 6-4 7-6(3),Takao Suzuki,14.0,6.0,5500276.0,106564.0,,,Takao Suzuki,120.0,7.0,1.0,119.0,34.0,115.0,74.0,62.0,41.0,24.0,,,,,,2.0,234.0,13.0,35.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
98,H2H 4-3,Wayne Ferreira,5.0,3.0,5500277.0,106566.0,,,Wayne Ferreira,71.0,4.0,0.0,78.0,22.0,92.0,59.0,34.0,33.0,15.0,,,,,,2.0,170.0,24.0,27.0,R128,6-1 6-2 6-4,Karol Kucera,9.0,2.0,5500277.0,106565.0,,,Karol Kucera,99.0,13.0,5.0,92.0,43.0,78.0,55.0,45.0,23.0,11.0,,,,,,1.0,170.0,13.0,25.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
99,H2H 1-0,Martin Verkerk,23.0,13.0,5500278.0,106567.0,,,Martin Verkerk,102.0,1.0,1.0,110.0,26.0,123.0,74.0,52.0,49.0,24.0,,,194.0,173.0,207.0,1.0,233.0,32.0,41.0,R128,6-3 6-4 6-7(5) 6-1,Robin Soderling,16.0,7.0,5500278.0,106568.0,,,Robin Soderling,131.0,13.0,5.0,123.0,47.0,110.0,70.0,60.0,40.0,24.0,,,186.0,159.0,207.0,2.0,233.0,16.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
100,H2H 1-0,Nicolas Kiefer,6.0,10.0,5500279.0,106570.0,,,Nicolas Kiefer,110.0,11.0,4.0,112.0,39.0,127.0,76.0,49.0,51.0,22.0,,,,,,2.0,239.0,29.0,32.0,R128,3-6 6-3 6-4 6-4,Gilles Elseneer,14.0,3.0,5500279.0,106569.0,,,Gilles Elseneer,129.0,12.0,6.0,127.0,56.0,112.0,62.0,49.0,50.0,24.0,,,,,,1.0,239.0,21.0,48.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
101,H2H 1-0,David Sanchez-Munoz,6.0,6.0,5500280.0,106571.0,,,David Sanchez-Munoz,148.0,4.0,1.0,143.0,45.0,170.0,117.0,77.0,53.0,26.0,,,,,,1.0,313.0,31.0,55.0,R128,6-3 6-4 6-7(8) 6-3,Michael Llodra,12.0,5.0,5500280.0,106572.0,,,Michael Llodra,165.0,19.0,4.0,170.0,67.0,143.0,97.0,77.0,46.0,21.0,,,,,,2.0,313.0,36.0,72.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
102,H2H 2-1,Tomas Zib,2.0,7.0,5500281.0,106573.0,,,Tomas Zib,108.0,9.0,5.0,108.0,35.0,135.0,67.0,40.0,68.0,33.0,,,180.0,141.0,199.0,1.0,243.0,25.0,30.0,R128,6-2 7-6(11) 3-6 6-1,Tim Henman,17.0,8.0,5500281.0,106574.0,,,Tim Henman,135.0,19.0,8.0,135.0,62.0,108.0,55.0,46.0,53.0,27.0,,,176.0,143.0,194.0,2.0,243.0,28.0,60.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
103,H2H 1-4,Thomas Enqvist,10.0,10.0,5500282.0,106746.0,,,Thomas Enqvist,114.0,9.0,1.0,125.0,30.0,120.0,69.0,57.0,51.0,27.0,,,189.0,164.0,204.0,2.0,245.0,19.0,45.0,R128,4-6 6-3 6-4 7-6(4),Sebastien Grosjean,27.0,1.0,5500282.0,106745.0,,,Sebastien Grosjean,131.0,8.0,2.0,120.0,36.0,125.0,74.0,62.0,51.0,33.0,,,183.0,148.0,209.0,1.0,245.0,11.0,60.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
104,H2H 1-2,Alberto Martin,3.0,6.0,5500283.0,106575.0,,,Alberto Martin,90.0,1.0,0.0,90.0,20.0,112.0,80.0,55.0,32.0,15.0,,,,,,1.0,202.0,19.0,31.0,R128,7-6(3) 6-1 7-6(4),Wayne Arthurs,21.0,2.0,5500283.0,106576.0,,,Wayne Arthurs,112.0,9.0,3.0,112.0,42.0,90.0,54.0,46.0,36.0,24.0,,,,,,2.0,202.0,24.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
105,H2H 1-0,Marc Rosset,6.0,16.0,5500284.0,106578.0,,,Marc Rosset,80.0,1.0,1.0,83.0,24.0,93.0,50.0,35.0,43.0,21.0,,,,,,2.0,176.0,18.0,34.0,R128,6-4 6-4 6-4,Wesley Moodie,23.0,2.0,5500284.0,106577.0,,,Wesley Moodie,96.0,15.0,4.0,93.0,37.0,83.0,60.0,44.0,23.0,15.0,,,,,,1.0,176.0,8.0,61.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
106,H2H 1-0,Felix Mantilla,7.0,9.0,5500285.0,106580.0,,,Felix Mantilla,132.0,2.0,1.0,132.0,31.0,146.0,89.0,69.0,57.0,32.0,,,,,,2.0,278.0,25.0,42.0,R128,6-4 7-6(6) 4-6 7-6(3),Frederic Niemeyer,31.0,10.0,5500285.0,106579.0,,,Frederic Niemeyer,146.0,7.0,1.0,146.0,45.0,132.0,68.0,64.0,64.0,37.0,,,,,,1.0,278.0,40.0,74.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
107,H2H 1-0,Todd Larkham,2.0,6.0,5500286.0,106582.0,,,Todd Larkham,53.0,3.0,0.0,74.0,21.0,65.0,36.0,21.0,29.0,11.0,,,,,,2.0,139.0,9.0,16.0,R128,6-3 6-1 6-1,James Blake,5.0,2.0,5500286.0,106581.0,,,James Blake,86.0,10.0,6.0,65.0,33.0,74.0,48.0,35.0,26.0,18.0,,,,,,1.0,139.0,16.0,29.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
108,H2H 1-0,Alex Bogdanovic,5.0,5.0,5500287.0,106584.0,,,Alex Bogdanovic,73.0,1.0,0.0,61.0,11.0,122.0,71.0,40.0,51.0,22.0,,,164.0,135.0,194.0,2.0,183.0,28.0,16.0,R128,6-1 6-3 6-2,Sargis Sargsian,10.0,2.0,5500287.0,106583.0,,,Sargis Sargsian,110.0,25.0,6.0,122.0,60.0,61.0,43.0,39.0,18.0,11.0,,,178.0,141.0,197.0,1.0,183.0,11.0,47.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
109,H2H 1-0,Konstantinos Economidis,4.0,3.0,5500288.0,106586.0,,,Konstantinos Economidis,89.0,1.0,1.0,93.0,18.0,101.0,69.0,52.0,32.0,19.0,,,,,,2.0,194.0,7.0,29.0,R128,7-6(7) 6-4 7-6(5),Nicolas Escude,13.0,2.0,5500288.0,106585.0,,,Nicolas Escude,105.0,4.0,2.0,101.0,30.0,93.0,53.0,50.0,40.0,25.0,,,,,,1.0,194.0,8.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
110,H2H 3-0,Jean-Rene Lisnard,2.0,4.0,5500289.0,106587.0,,,Jean-Rene Lisnard,57.0,2.0,1.0,71.0,22.0,69.0,33.0,20.0,36.0,15.0,,,173.0,138.0,191.0,1.0,140.0,25.0,17.0,R128,6-2 6-1 6-3,Juan Carlos Ferrero,6.0,2.0,5500289.0,106588.0,,,Juan Carlos Ferrero,83.0,10.0,7.0,69.0,34.0,71.0,43.0,31.0,28.0,18.0,,,175.0,152.0,193.0,2.0,140.0,14.0,24.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
111,H2H 3-1,Guillermo Coria,8.0,4.0,5500290.0,106589.0,,,Guillermo Coria,97.0,6.0,2.0,106.0,35.0,106.0,67.0,46.0,39.0,16.0,,,165.0,138.0,188.0,1.0,212.0,23.0,37.0,R128,7-5 7-6(4) 6-3,Olivier Rochus,2.0,0.0,5500290.0,106590.0,,,Olivier Rochus,115.0,8.0,4.0,106.0,44.0,106.0,73.0,50.0,33.0,21.0,,,157.0,131.0,175.0,2.0,212.0,9.0,46.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
112,H2H 1-0,Richard Bloomfield,12.0,3.0,5500291.0,106591.0,,,Richard Bloomfield,89.0,4.0,1.0,95.0,25.0,102.0,54.0,39.0,48.0,25.0,,,,,,1.0,197.0,20.0,35.0,R128,6-4 7-6(6) 6-3,Antony Dupuis,17.0,2.0,5500291.0,106592.0,,,Antony Dupuis,108.0,8.0,3.0,102.0,38.0,95.0,62.0,54.0,33.0,16.0,,,,,,2.0,197.0,12.0,55.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
113,H2H 1-0,Julien Boutter,24.0,17.0,5500292.0,106594.0,,,Julien Boutter,129.0,14.0,7.0,129.0,49.0,129.0,71.0,52.0,58.0,28.0,,,,,,2.0,258.0,52.0,45.0,R128,6-3 2-6 1-6 6-2 8-6,Stefano Galvani,7.0,5.0,5500292.0,106593.0,,,Stefano Galvani,129.0,11.0,7.0,129.0,49.0,129.0,76.0,50.0,53.0,30.0,,,,,,1.0,258.0,33.0,29.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
114,H2H 3-5,Fernando Verdasco,7.0,8.0,5500293.0,106595.0,,,Fernando Verdasco,168.0,14.0,4.0,170.0,60.0,180.0,128.0,84.0,52.0,24.0,,,,,,1.0,350.0,49.0,53.0,R128,6-7(8) 6-4 4-6 6-3 6-3,Jarkko Nieminen,9.0,5.0,5500293.0,106596.0,,,Jarkko Nieminen,182.0,21.0,7.0,180.0,72.0,170.0,108.0,82.0,62.0,28.0,,,,,,2.0,350.0,30.0,58.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
115,H2H 1-0,Yevgeny Kafelnikov,10.0,7.0,5500294.0,106597.0,,,Yevgeny Kafelnikov,138.0,9.0,3.0,151.0,52.0,130.0,74.0,57.0,56.0,29.0,,,180.0,152.0,197.0,1.0,281.0,27.0,40.0,R128,7-5 3-6 2-6 6-2 6-3,Raemon Sluiter,17.0,6.0,5500294.0,106598.0,,,Raemon Sluiter,143.0,9.0,4.0,130.0,44.0,151.0,94.0,65.0,57.0,34.0,,,183.0,159.0,199.0,2.0,281.0,24.0,65.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
116,H2H 1-0,Hicham Arazi,1.0,0.0,5500295.0,106599.0,,,Hicham Arazi,101.0,9.0,3.0,106.0,38.0,111.0,71.0,43.0,40.0,20.0,,,157.0,127.0,186.0,1.0,217.0,26.0,18.0,R128,6-4 7-6(5) 6-3,Alexander Popp,6.0,4.0,5500295.0,106600.0,,,Alexander Popp,116.0,11.0,6.0,111.0,48.0,106.0,66.0,46.0,40.0,22.0,,,185.0,162.0,201.0,2.0,217.0,50.0,27.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
117,H2H 1-0,Martin Lee,4.0,4.0,5500296.0,780229.0,,,Martin Lee,88.0,7.0,4.0,90.0,36.0,108.0,64.0,36.0,44.0,16.0,,,,,,2.0,198.0,32.0,20.0,R128,1-6 6-3 6-1 6-2,David Ferrer,3.0,9.0,5500296.0,780228.0,,,David Ferrer,110.0,17.0,8.0,108.0,56.0,90.0,49.0,35.0,41.0,19.0,,,,,,1.0,198.0,21.0,38.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
118,H2H 1-0,Luis Horna,6.0,5.0,5500297.0,106601.0,,,Luis Horna,91.0,6.0,3.0,101.0,33.0,103.0,67.0,44.0,36.0,14.0,,,,,,1.0,204.0,18.0,34.0,R128,3-6 7-6(1) 6-1 6-1,Jiri Novak,13.0,2.0,5500297.0,106602.0,,,Jiri Novak,113.0,11.0,7.0,103.0,45.0,101.0,77.0,57.0,24.0,11.0,,,,,,2.0,204.0,14.0,38.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
119,H2H 1-1,Xavier Malisse,6.0,3.0,5500298.0,106603.0,,,Xavier Malisse,68.0,0.0,0.0,77.0,20.0,79.0,39.0,28.0,40.0,20.0,,,,,,1.0,156.0,33.0,19.0,R128,6-4 6-3 6-2,Cyril Saulnier,7.0,3.0,5500298.0,106604.0,,,Cyril Saulnier,88.0,7.0,4.0,79.0,31.0,77.0,44.0,37.0,33.0,20.0,,,,,,2.0,156.0,17.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
120,H2H 2-0,Mariano Zabaleta,7.0,5.0,5500299.0,106605.0,,,Mariano Zabaleta,102.0,7.0,3.0,99.0,32.0,126.0,81.0,50.0,45.0,20.0,,,,,,1.0,225.0,28.0,35.0,R128,6-3 4-6 6-3 6-2,Mark Philippoussis,21.0,10.0,5500299.0,106606.0,,,Mark Philippoussis,123.0,16.0,7.0,126.0,56.0,99.0,56.0,44.0,43.0,23.0,,,,,,2.0,225.0,30.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
121,H2H 1-1,Paul-Henri Mathieu,8.0,9.0,5500300.0,106608.0,,,Paul-Henri Mathieu,140.0,13.0,2.0,150.0,51.0,143.0,75.0,51.0,68.0,38.0,,,,,,2.0,293.0,34.0,49.0,R128,7-6(5) 4-6 6-3 6-4,Scott Draper,32.0,4.0,5500300.0,106607.0,,,Scott Draper,153.0,18.0,3.0,143.0,54.0,150.0,103.0,76.0,47.0,23.0,,,,,,1.0,293.0,32.0,71.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
122,H2H 1-0,Michal Mertinak,6.0,3.0,5500301.0,106609.0,,,Michal Mertinak,103.0,5.0,1.0,103.0,28.0,116.0,69.0,48.0,47.0,27.0,,,,,,1.0,219.0,31.0,35.0,R128,7-6(6) 6-4 6-4,Radek Stepanek,11.0,7.0,5500301.0,106610.0,,,Radek Stepanek,116.0,13.0,3.0,116.0,41.0,103.0,58.0,49.0,45.0,26.0,,,,,,2.0,219.0,21.0,45.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
123,H2H 1-0,Mark Hilton,1.0,13.0,5500302.0,106612.0,,,Mark Hilton,62.0,1.0,1.0,67.0,14.0,87.0,45.0,30.0,42.0,18.0,,,167.0,138.0,193.0,2.0,154.0,27.0,13.0,R128,6-3 6-2 6-4,Younes El Aynaoui,17.0,3.0,5500302.0,106611.0,,,Younes El Aynaoui,92.0,12.0,5.0,87.0,39.0,67.0,43.0,40.0,24.0,13.0,,,183.0,160.0,207.0,1.0,154.0,24.0,40.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
124,H2H 2-0,Zeljko Krajan,4.0,8.0,5500303.0,106613.0,,,Zeljko Krajan,40.0,4.0,0.0,54.0,12.0,67.0,40.0,23.0,27.0,5.0,,,,,,1.0,121.0,27.0,13.0,R128,6-1 6-1 6-1,Nicolas Massu,8.0,4.0,5500303.0,106614.0,,,Nicolas Massu,81.0,14.0,8.0,67.0,39.0,54.0,28.0,25.0,26.0,17.0,,,,,,2.0,121.0,8.0,21.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
125,H2H 1-0,Albert Montanes,4.0,3.0,5500304.0,106770.0,,,Albert Montanes,118.0,9.0,3.0,117.0,37.0,138.0,83.0,53.0,55.0,28.0,,,175.0,149.0,188.0,2.0,255.0,35.0,36.0,R128,6-3 7-6(5) 4-6 6-2,Lars Burgsmuller,13.0,8.0,5500304.0,106769.0,,,Lars Burgsmuller,137.0,15.0,6.0,138.0,57.0,117.0,63.0,48.0,54.0,32.0,,,176.0,144.0,196.0,1.0,255.0,36.0,51.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
126,H2H 2-0,Jamie Delgado,11.0,7.0,5500305.0,106615.0,,,Jamie Delgado,94.0,6.0,2.0,104.0,30.0,109.0,64.0,46.0,45.0,18.0,,,180.0,144.0,191.0,1.0,213.0,25.0,40.0,R128,6-4 6-0 5-7 6-4,Andre Agassi,16.0,4.0,5500305.0,106616.0,,,Andre Agassi,119.0,10.0,6.0,109.0,45.0,104.0,63.0,53.0,41.0,21.0,,,178.0,149.0,193.0,2.0,213.0,22.0,42.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
127,,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,F,3-6 6-3 7-6(4) 6-3,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
128,,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-7(6) 6-4 7-6(7) 6-3,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
129,,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-2 4-6 6-2 6-1,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
130,,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-6(2) 7-6(3) 6-3,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
131,,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-7(5) 6-2 6-3,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
132,,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-4 7-5,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
133,,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-6(8) 7-6(2) 7-6(7),J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
134,,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(4) 6-3 6-3,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
135,,W Black / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-7(6) 7-5 6-3 3-6 6-3,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
136,,D Johnson / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 3-6 6-2 6-3,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
137,,G Lapentti / N Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,3-6 6-3 7-6(5) 6-3,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
138,,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(7) 5-7 7-6(4) 6-3,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
139,,P Haarhuis / Y Kafelnikov,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,WO,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
140,,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-1 6-3,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
141,,D Hrbaty / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(5) 7-5,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
142,,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,WO,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
143,,D Bowen / A Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,4-6 4-6 6-3 6-3 6-1,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
144,,K Beck / K Kucera,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 6-4 6-4,W Black / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
145,,J Chela / M Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-2 6-4,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
146,,M Garcia / D Nalbandian,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,WO,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
147,,S Aspelin / M Wakefield,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 3-6 6-3 7-6(7),D Johnson / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
148,,J Kerr / S Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,2-6 7-6(3) 7-6(3) 6-3,G Lapentti / N Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
149,,N Kiefer / D Prinosil,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-4 6-4,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
