,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name,surface
5023,H2H 1-1,Stan Wawrinka,7.0,1.0,6326552.0,401338.0,,1.88,Stan Wawrinka,111.0,9.0,3.0,108.0,36.0,122.0,80.0,53.0,42.0,22.0,,,,,,2.0,230.0,57.0,50.0,1.88,2.0,,4-6 6-4 6-3 6-3,Bernard Tomic,6.0,1.0,6326552.0,401337.0,,2.0,Bernard Tomic,119.0,19.0,6.0,122.0,47.0,108.0,91.0,65.0,17.0,7.0,,,,,,1.0,230.0,48.0,51.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Australia%20v%20Switzerland%20-%20DC%20WG%20-%20PO/2011,Australia v Switzerland - DC WG - PO,grass
5024,H2H 18-9,Lleyton Hewitt,3.0,3.0,6326553.0,401339.0,,6.1,Lleyton Hewitt,130.0,7.0,2.0,135.0,41.0,141.0,74.0,55.0,67.0,34.0,,,,,,1.0,276.0,36.0,69.0,6.1,1.15,,5-7 7-6(5) 6-2 6-3,Roger Federer,22.0,1.0,6326553.0,401340.0,,1.154,Roger Federer,146.0,8.0,5.0,141.0,52.0,135.0,89.0,67.0,46.0,27.0,,,,,,2.0,276.0,37.0,87.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Australia%20v%20Switzerland%20-%20DC%20WG%20-%20PO/2011,Australia v Switzerland - DC WG - PO,grass
5025,H2H 4-0,Bernard Tomic,10.0,2.0,6326555.0,401377.0,,6.1,Bernard Tomic,99.0,7.0,3.0,103.0,29.0,122.0,76.0,52.0,46.0,18.0,,,,,,1.0,225.0,48.0,51.0,6.1,1.15,,6-2 7-5 3-6 6-3,Roger Federer,15.0,0.0,6326555.0,401378.0,,1.154,Roger Federer,126.0,13.0,6.0,122.0,52.0,103.0,69.0,49.0,34.0,25.0,,,,,,2.0,225.0,35.0,61.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Australia%20v%20Switzerland%20-%20DC%20WG%20-%20PO/2011,Australia v Switzerland - DC WG - PO,grass
5026,H2H 2-2,Lleyton Hewitt,11.0,8.0,6326556.0,401379.0,,1.7,Lleyton Hewitt,154.0,6.0,2.0,154.0,48.0,155.0,84.0,70.0,71.0,36.0,,,,,,1.0,309.0,57.0,79.0,1.7,2.25,,4-6 6-4 6-7(7) 6-4 6-3,Stan Wawrinka,18.0,5.0,6326556.0,401380.0,,2.25,Stan Wawrinka,155.0,7.0,5.0,155.0,49.0,154.0,102.0,77.0,52.0,29.0,,,,,,2.0,309.0,57.0,91.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Australia%20v%20Switzerland%20-%20DC%20WG%20-%20PO/2011,Australia v Switzerland - DC WG - PO,grass
5027,,R Federer / S Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-6 6-4 6-2 7-6(5),C Guccione / L Hewitt,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Australia%20v%20Switzerland%20-%20DC%20WG%20-%20PO/2011,Australia v Switzerland - DC WG - PO,grass
5028,H2H 2-0,Ivan Dodig,12.0,12.0,6326532.0,401322.0,,3.55,Ivan Dodig,134.0,9.0,2.0,133.0,42.0,148.0,84.0,64.0,64.0,28.0,,,,,,2.0,281.0,94.0,47.0,3.55,1.33,,6-3 6-4 3-6 7-6(5),Kevin Anderson,9.0,6.0,6326532.0,401321.0,,1.333,Kevin Anderson,147.0,11.0,3.0,148.0,56.0,133.0,104.0,77.0,29.0,14.0,,,,,,1.0,281.0,85.0,48.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/South%20Africa%20v%20Croatia%20-%20DC%20WG%20-%20PO/2011,South Africa v Croatia - DC WG - PO,hard
5029,H2H 1-0,Izak Van der Merwe,2.0,3.0,6326533.0,401323.0,,8.2,Izak Van der Merwe,21.0,0.0,0.0,32.0,7.0,42.0,26.0,8.0,16.0,6.0,,,,,,1.0,74.0,31.0,5.0,8.2,1.1,,6-0 6-0 Retired,Marin Cilic,1.0,3.0,6326533.0,401324.0,,1.1,Marin Cilic,53.0,11.0,6.0,42.0,28.0,32.0,16.0,16.0,16.0,9.0,,,,,,2.0,74.0,11.0,13.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/South%20Africa%20v%20Croatia%20-%20DC%20WG%20-%20PO/2011,South Africa v Croatia - DC WG - PO,hard
5030,H2H 1-0,Rik De Voest,2.0,1.0,6326535.0,782456.0,,,Rik De Voest,69.0,4.0,1.0,80.0,24.0,82.0,43.0,25.0,39.0,20.0,,,,,,1.0,162.0,60.0,11.0,,,,6-4 6-2 6-4,Marin Cilic,7.0,4.0,6326535.0,782457.0,,,Marin Cilic,93.0,9.0,5.0,82.0,37.0,80.0,35.0,26.0,45.0,30.0,,,,,,2.0,162.0,57.0,31.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/South%20Africa%20v%20Croatia%20-%20DC%20WG%20-%20PO/2011,South Africa v Croatia - DC WG - PO,hard
5031,H2H 1-0,Raven Klaasen,6.0,6.0,6326536.0,401363.0,,,Raven Klaasen,67.0,8.0,1.0,76.0,27.0,76.0,39.0,27.0,37.0,13.0,,,,,,1.0,152.0,53.0,25.0,,,,7-6(2) 6-1,Nikola Mektic,2.0,2.0,6326536.0,401364.0,,,Nikola Mektic,85.0,10.0,4.0,76.0,36.0,76.0,40.0,27.0,36.0,22.0,,,,,,2.0,152.0,41.0,31.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/South%20Africa%20v%20Croatia%20-%20DC%20WG%20-%20PO/2011,South Africa v Croatia - DC WG - PO,hard
5032,,R De Voest / R Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2 6-4 3-6 6-1,M Cilic / I Dodig,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/South%20Africa%20v%20Croatia%20-%20DC%20WG%20-%20PO/2011,South Africa v Croatia - DC WG - PO,hard
5033,H2H 3-0,Paul Capdeville,5.0,0.0,6326537.0,401325.0,,2.46,Paul Capdeville,119.0,6.0,3.0,124.0,43.0,117.0,83.0,52.0,34.0,24.0,,,,,,1.0,241.0,51.0,46.0,2.46,1.6,,6-3 6-3 2-6 7-6(5),Potito Starace,7.0,2.0,6326537.0,401326.0,,1.6,Potito Starace,122.0,8.0,4.0,117.0,41.0,124.0,95.0,64.0,29.0,17.0,,,,,,2.0,241.0,54.0,40.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Chile%20v%20Italy%20-%20DC%20WG%20-%20PO/2011,Chile v Italy - DC WG - PO,hard
5034,H2H 1-0,Fernando Gonzalez,6.0,4.0,6326538.0,401327.0,,1.99,Fernando Gonzalez,63.0,10.0,3.0,77.0,29.0,57.0,24.0,18.0,33.0,16.0,,,,,,1.0,134.0,32.0,23.0,1.99,1.89,,6-2 4-6 2-1 Retired,Fabio Fognini,4.0,5.0,6326538.0,401328.0,,1.89,Fabio Fognini,71.0,7.0,4.0,57.0,23.0,77.0,39.0,28.0,38.0,20.0,,,,,,2.0,134.0,28.0,25.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Chile%20v%20Italy%20-%20DC%20WG%20-%20PO/2011,Chile v Italy - DC WG - PO,hard
5035,H2H 2-1,Simone Bolelli,10.0,3.0,6326540.0,401366.0,,,Simone Bolelli,49.0,4.0,2.0,57.0,18.0,56.0,37.0,24.0,19.0,7.0,,,,,,2.0,113.0,38.0,27.0,,,,7-6(3) 6-2,Paul Capdeville,4.0,3.0,6326540.0,401365.0,,,Paul Capdeville,64.0,4.0,4.0,56.0,25.0,57.0,36.0,24.0,21.0,15.0,,,,,,1.0,113.0,17.0,17.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Chile%20v%20Italy%20-%20DC%20WG%20-%20PO/2011,Chile v Italy - DC WG - PO,hard
5036,H2H 2-1,Nicolas Massu,3.0,1.0,6326541.0,401367.0,,,Nicolas Massu,19.0,0.0,0.0,16.0,4.0,26.0,16.0,10.0,10.0,5.0,,,,,,1.0,42.0,4.0,9.0,,,,4-3 Retired,Daniele Bracciali,4.0,2.0,6326541.0,401368.0,,,Daniele Bracciali,23.0,1.0,1.0,26.0,11.0,16.0,10.0,9.0,6.0,3.0,,,,,,2.0,42.0,9.0,14.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Chile%20v%20Italy%20-%20DC%20WG%20-%20PO/2011,Chile v Italy - DC WG - PO,hard
5037,,J Aguilar / N Massu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 6-4 6-4,S Bolelli / F Fognini,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Chile%20v%20Italy%20-%20DC%20WG%20-%20PO/2011,Chile v Italy - DC WG - PO,hard
5038,H2H 1-1,Dudi Sela,3.0,14.0,6326527.0,401317.0,,1.56,Dudi Sela,188.0,10.0,5.0,192.0,75.0,193.0,121.0,85.0,72.0,28.0,,,,,,1.0,385.0,85.0,48.0,1.56,2.56,,7-6(4) 6-7(6) 6-1 6-7(2) 6-3,Vasek Pospisil,6.0,12.0,6326527.0,401318.0,,2.56,Vasek Pospisil,197.0,23.0,8.0,193.0,80.0,192.0,116.0,81.0,76.0,36.0,,,,,,2.0,385.0,100.0,75.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Israel%20v%20Canada%20-%20DC%20WG%20-%20PO/2011,Israel v Canada - DC WG - PO,hard
5039,H2H 1-1,Milos Raonic,15.0,1.0,6326528.0,401320.0,,,Milos Raonic,112.0,7.0,2.0,122.0,39.0,122.0,71.0,49.0,51.0,24.0,,,,,,2.0,244.0,60.0,67.0,,,,5-7 7-5 6-3 6-1,Amir Weintraub,8.0,4.0,6326528.0,401319.0,,,Amir Weintraub,132.0,15.0,6.0,122.0,49.0,122.0,92.0,70.0,30.0,13.0,,,,,,1.0,244.0,34.0,56.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Israel%20v%20Canada%20-%20DC%20WG%20-%20PO/2011,Israel v Canada - DC WG - PO,hard
5040,H2H 1-0,Peter Polansky,3.0,4.0,6326530.0,401358.0,,,Peter Polansky,76.0,10.0,1.0,102.0,37.0,75.0,43.0,22.0,32.0,17.0,,,,,,2.0,177.0,69.0,17.0,,,,6-3 6-3 6-3,Dudi Sela,6.0,5.0,6326530.0,401357.0,,,Dudi Sela,101.0,9.0,6.0,75.0,36.0,102.0,65.0,48.0,37.0,17.0,,,,,,1.0,177.0,52.0,25.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Israel%20v%20Canada%20-%20DC%20WG%20-%20PO/2011,Israel v Canada - DC WG - PO,hard
5041,H2H 1-0,Amir Weintraub,1.0,3.0,6326531.0,401359.0,,2.68,Amir Weintraub,91.0,3.0,1.0,93.0,27.0,112.0,77.0,49.0,35.0,15.0,,,,,,1.0,205.0,55.0,16.0,2.68,1.52,,6-2 7-6(3) 6-4,Vasek Pospisil,27.0,2.0,6326531.0,401360.0,,1.52,Vasek Pospisil,114.0,17.0,4.0,112.0,48.0,93.0,62.0,49.0,31.0,17.0,,,,,,2.0,205.0,65.0,54.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Israel%20v%20Canada%20-%20DC%20WG%20-%20PO/2011,Israel v Canada - DC WG - PO,hard
5042,,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6 6-3 6-4 6-4,D Nestor / V Pospisil,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Israel%20v%20Canada%20-%20DC%20WG%20-%20PO/2011,Israel v Canada - DC WG - PO,hard
5043,H2H 1-0,Ricardo Mello,0.0,0.0,6326522.0,401314.0,,5.8,Ricardo Mello,42.0,8.0,0.0,68.0,17.0,59.0,37.0,17.0,22.0,8.0,,,,,,2.0,127.0,36.0,11.0,5.8,1.17,,6-0 6-2 6-1,Mikhail Youzhny,0.0,0.0,6326522.0,401313.0,,1.167,Mikhail Youzhny,85.0,12.0,7.0,59.0,34.0,68.0,53.0,40.0,15.0,11.0,,,,,,1.0,127.0,21.0,35.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Russia%20v%20Brazil%20-%20DC%20WG%20-%20PO/2011,Russia v Brazil - DC WG - PO,hard
5044,H2H 2-0,Igor Andreev,6.0,2.0,6326523.0,401315.0,,1.88,Igor Andreev,74.0,2.0,0.0,77.0,17.0,94.0,64.0,41.0,30.0,16.0,,,,,,1.0,171.0,34.0,22.0,1.88,2.0,,6-4 6-3 6-3,Thomaz Bellucci,8.0,0.0,6326523.0,401316.0,,2.0,Thomaz Bellucci,97.0,10.0,4.0,94.0,37.0,77.0,53.0,45.0,24.0,15.0,,,,,,2.0,171.0,26.0,36.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Russia%20v%20Brazil%20-%20DC%20WG%20-%20PO/2011,Russia v Brazil - DC WG - PO,hard
5045,H2H 3-4,Thomaz Bellucci,10.0,5.0,6326525.0,401354.0,,3.05,Thomaz Bellucci,189.0,14.0,4.0,191.0,56.0,205.0,136.0,94.0,69.0,39.0,,,,,,2.0,396.0,64.0,79.0,3.05,1.42,,2-6 6-3 5-7 6-4 14-12,Mikhail Youzhny,15.0,1.0,6326525.0,401353.0,,1.42,Mikhail Youzhny,207.0,12.0,4.0,205.0,72.0,191.0,128.0,98.0,63.0,37.0,,,,,,1.0,396.0,46.0,78.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Russia%20v%20Brazil%20-%20DC%20WG%20-%20PO/2011,Russia v Brazil - DC WG - PO,hard
5046,H2H 2-0,Ricardo Mello,5.0,2.0,6326526.0,401356.0,,,Ricardo Mello,121.0,7.0,2.0,125.0,41.0,136.0,100.0,64.0,36.0,16.0,,,,,,2.0,261.0,38.0,39.0,,,,6-1 7-6(5) 2-6 6-3,Dmitry Tursunov,4.0,4.0,6326526.0,401355.0,,,Dmitry Tursunov,140.0,15.0,3.0,136.0,56.0,125.0,83.0,61.0,42.0,23.0,,,,,,1.0,261.0,50.0,62.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Russia%20v%20Brazil%20-%20DC%20WG%20-%20PO/2011,Russia v Brazil - DC WG - PO,hard
5047,,I Kunitsyn / D Tursunov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 7-5 6-2,M Melo / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Russia%20v%20Brazil%20-%20DC%20WG%20-%20PO/2011,Russia v Brazil - DC WG - PO,hard
5048,H2H 2-1,Adrian Ungur,3.0,6.0,6326517.0,401309.0,,3.95,Adrian Ungur,65.0,7.0,0.0,81.0,24.0,83.0,48.0,29.0,35.0,12.0,,,,,,1.0,164.0,32.0,27.0,3.95,1.29,,6-3 6-2 6-0,Radek Stepanek,5.0,1.0,6326517.0,401310.0,,1.286,Radek Stepanek,99.0,7.0,6.0,83.0,42.0,81.0,62.0,46.0,19.0,11.0,,,,,,2.0,164.0,26.0,43.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO,clay
5049,H2H 1-0,Victor Crivoi,4.0,3.0,6326518.0,401311.0,,6.7,Victor Crivoi,87.0,4.0,2.0,91.0,27.0,112.0,75.0,41.0,37.0,19.0,,,,,,1.0,203.0,51.0,27.0,6.7,1.13,,6-3 6-3 7-6(4),Tomas Berdych,8.0,2.0,6326518.0,401312.0,,1.133,Tomas Berdych,116.0,12.0,5.0,112.0,52.0,91.0,54.0,39.0,37.0,25.0,,,,,,2.0,203.0,43.0,46.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO,clay
5050,H2H 3-1,Marius Copil,7.0,0.0,6326520.0,401349.0,,,Marius Copil,65.0,0.0,0.0,69.0,19.0,72.0,45.0,32.0,27.0,14.0,,,,,,1.0,141.0,32.0,39.0,,,,6-4 7-6(2),Lukas Rosol,7.0,0.0,6326520.0,401350.0,,,Lukas Rosol,76.0,2.0,1.0,72.0,26.0,69.0,42.0,31.0,27.0,19.0,,,,,,2.0,141.0,16.0,38.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO,clay
5051,H2H 5-0,Victor Crivoi,2.0,3.0,6326521.0,401351.0,,,Victor Crivoi,42.0,2.0,0.0,57.0,17.0,47.0,23.0,15.0,24.0,10.0,,,,,,1.0,104.0,34.0,18.0,,,,6-1 6-4,Jan Hajek,4.0,0.0,6326521.0,401352.0,,,Jan Hajek,62.0,5.0,3.0,47.0,22.0,57.0,35.0,30.0,22.0,10.0,,,,,,2.0,104.0,20.0,22.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO,clay
5052,,M Copil / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6 6-3 6-0 6-2,T Berdych / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO,clay
5053,H2H 2-2,Somdev Devvarman,4.0,0.0,6326542.0,401330.0,,1.46,Somdev Devvarman,74.0,1.0,0.0,82.0,16.0,92.0,61.0,40.0,31.0,18.0,,,,,,2.0,174.0,29.0,19.0,1.46,2.88,,6-3 6-4 7-5,Yuichi Sugita,4.0,1.0,6326542.0,401329.0,,2.88,Yuichi Sugita,100.0,7.0,3.0,92.0,34.0,82.0,49.0,44.0,33.0,22.0,,,,,,1.0,174.0,40.0,53.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Japan%20v%20India%20-%20DC%20WG%20-%20PO/2011,Japan v India - DC WG - PO,hard
5054,H2H 1-0,Rohan Bopanna,7.0,5.0,6326543.0,401332.0,,4.9,Rohan Bopanna,61.0,2.0,0.0,70.0,15.0,86.0,56.0,40.0,30.0,6.0,,,,,,2.0,156.0,37.0,15.0,4.9,1.21,,6-3 6-2 6-2,Kei Nishikori,7.0,3.0,6326543.0,401331.0,,1.21,Kei Nishikori,95.0,10.0,5.0,86.0,40.0,70.0,51.0,42.0,19.0,13.0,,,,,,1.0,156.0,18.0,25.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Japan%20v%20India%20-%20DC%20WG%20-%20PO/2011,Japan v India - DC WG - PO,hard
5055,H2H 1-0,Vishnu Vardhan,10.0,4.0,6326545.0,401370.0,,,Vishnu Vardhan,72.0,1.0,0.0,76.0,15.0,96.0,57.0,39.0,39.0,18.0,,,,,,2.0,172.0,18.0,25.0,,,,7-5 6-3 6-3,Kei Nishikori,10.0,3.0,6326545.0,401369.0,,,Kei Nishikori,100.0,11.0,4.0,96.0,39.0,76.0,55.0,46.0,21.0,15.0,,,,,,1.0,172.0,16.0,39.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Japan%20v%20India%20-%20DC%20WG%20-%20PO/2011,Japan v India - DC WG - PO,hard
5056,H2H 2-0,Rohan Bopanna,4.0,1.0,6326546.0,401372.0,,,Rohan Bopanna,23.0,0.0,0.0,19.0,3.0,27.0,15.0,14.0,12.0,6.0,,,,,,2.0,46.0,8.0,10.0,,,,4-5 Retired,Go Soeda,2.0,0.0,6326546.0,401371.0,,,Go Soeda,23.0,0.0,0.0,27.0,7.0,19.0,13.0,11.0,6.0,5.0,,,,,,1.0,46.0,7.0,4.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Japan%20v%20India%20-%20DC%20WG%20-%20PO/2011,Japan v India - DC WG - PO,hard
5057,,T Ito / Y Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-5 3-6 6-3 7-6(4),M Bhupathi / R Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Japan%20v%20India%20-%20DC%20WG%20-%20PO/2011,Japan v India - DC WG - PO,hard
5058,H2H 4-1,Viktor Troicki,15.0,2.0,6326107.0,401303.0,,,Viktor Troicki,99.0,12.0,3.0,122.0,41.0,101.0,62.0,40.0,39.0,18.0,,,,,,1.0,223.0,58.0,42.0,,,,6-4 4-6 6-2 6-3,David Nalbandian,3.0,7.0,6326107.0,401304.0,,,David Nalbandian,124.0,9.0,6.0,101.0,43.0,122.0,73.0,56.0,49.0,25.0,,,,,,2.0,223.0,41.0,50.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Serbia%20v%20Argentina%20-%20DC%20WG%20-%20SF/2011,Serbia v Argentina - DC WG - SF,hard
5059,H2H 4-0,Janko Tipsarevic,6.0,1.0,6326108.0,401305.0,,2.75,Janko Tipsarevic,76.0,1.0,0.0,81.0,16.0,97.0,62.0,42.0,35.0,18.0,,,,,,1.0,178.0,51.0,46.0,2.75,1.5,,7-5 6-3 6-4,Juan Martin Del Potro,11.0,1.0,6326108.0,401306.0,,1.5,Juan Martin Del Potro,102.0,13.0,3.0,97.0,37.0,81.0,56.0,48.0,25.0,17.0,,,,,,2.0,178.0,24.0,42.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Serbia%20v%20Argentina%20-%20DC%20WG%20-%20SF/2011,Serbia v Argentina - DC WG - SF,hard
5060,H2H 3-11,Novak Djokovic,4.0,1.0,6326110.0,401341.0,,1.167,Novak Djokovic,44.0,0.0,0.0,53.0,14.0,44.0,32.0,25.0,12.0,5.0,,,,,,1.0,97.0,17.0,30.0,1.17,5.8,,7-6(5) 3-0 Retired,Juan Martin Del Potro,9.0,0.0,6326110.0,401342.0,,5.8,Juan Martin Del Potro,53.0,2.0,1.0,44.0,14.0,53.0,40.0,33.0,13.0,6.0,,,,,,2.0,97.0,11.0,32.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Serbia%20v%20Argentina%20-%20DC%20WG%20-%20SF/2011,Serbia v Argentina - DC WG - SF,hard
5061,H2H 3-2,Juan Monaco,1.0,1.0,6326111.0,401344.0,,,Juan Monaco,13.0,0.0,0.0,19.0,3.0,20.0,17.0,9.0,3.0,1.0,,,,,,2.0,39.0,7.0,6.0,,,,6-2 Retired,Janko Tipsarevic,8.0,0.0,6326111.0,401343.0,,,Janko Tipsarevic,26.0,4.0,2.0,20.0,10.0,19.0,17.0,14.0,2.0,2.0,,,,,,1.0,39.0,5.0,17.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Serbia%20v%20Argentina%20-%20DC%20WG%20-%20SF/2011,Serbia v Argentina - DC WG - SF,hard
5062,,J Chela / J Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(4) 6-4 6-2,V Troicki / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Serbia%20v%20Argentina%20-%20DC%20WG%20-%20SF/2011,Serbia v Argentina - DC WG - SF,hard
5063,H2H 14-1,Richard Gasquet,2.0,2.0,6326112.0,401308.0,,15.0,Richard Gasquet,54.0,0.0,0.0,56.0,12.0,91.0,56.0,30.0,35.0,12.0,,,,,,2.0,147.0,37.0,19.0,15.0,1.04,,6-3 6-0 6-1,Rafael Nadal,2.0,2.0,6326112.0,401307.0,,1.035,Rafael Nadal,93.0,16.0,7.0,91.0,49.0,56.0,34.0,27.0,22.0,17.0,,,,,,1.0,147.0,28.0,33.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Spain%20v%20France%20-%20DC%20WG%20-%20SF/2011,Spain v France - DC WG - SF,clay
5064,H2H 8-2,Gilles Simon,1.0,4.0,6326113.0,782453.0,,3.95,Gilles Simon,61.0,6.0,2.0,70.0,23.0,85.0,45.0,22.0,40.0,16.0,,,,,,2.0,155.0,45.0,22.0,3.95,1.29,,6-1 6-4 6-1,David Ferrer,2.0,2.0,6326113.0,782452.0,,1.286,David Ferrer,94.0,15.0,8.0,85.0,47.0,70.0,32.0,19.0,38.0,28.0,,,,,,1.0,155.0,32.0,27.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Spain%20v%20France%20-%20DC%20WG%20-%20SF/2011,Spain v France - DC WG - SF,clay
5065,H2H 8-4,Jo-Wilfried Tsonga,7.0,5.0,6326115.0,401346.0,,,Jo-Wilfried Tsonga,54.0,0.0,0.0,54.0,6.0,99.0,64.0,40.0,35.0,8.0,,,,,,2.0,153.0,50.0,36.0,,,,6-0 6-2 6-4,Rafael Nadal,0.0,0.0,6326115.0,401345.0,,,Rafael Nadal,99.0,17.0,6.0,99.0,51.0,54.0,35.0,33.0,19.0,15.0,,,,,,1.0,153.0,8.0,21.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Spain%20v%20France%20-%20DC%20WG%20-%20SF/2011,Spain v France - DC WG - SF,clay
5066,H2H 8-8,Richard Gasquet,0.0,3.0,6326116.0,401348.0,,,Richard Gasquet,29.0,4.0,0.0,43.0,12.0,41.0,27.0,11.0,14.0,6.0,,,,,,2.0,84.0,34.0,4.0,,,,6-2 6-1,Fernando Verdasco,0.0,2.0,6326116.0,401347.0,,,Fernando Verdasco,55.0,5.0,5.0,41.0,24.0,43.0,35.0,27.0,8.0,4.0,,,,,,1.0,84.0,23.0,14.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Spain%20v%20France%20-%20DC%20WG%20-%20SF/2011,Spain v France - DC WG - SF,clay
5067,,F Lopez / F Verdasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1 6-2 6-0,M Llodra / J Tsonga,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Spain%20v%20France%20-%20DC%20WG%20-%20SF/2011,Spain v France - DC WG - SF,clay
5068,H2H 1-0,Xavier Malisse,5.0,3.0,6326547.0,401333.0,,1.25,Xavier Malisse,84.0,5.0,2.0,88.0,24.0,103.0,52.0,36.0,51.0,24.0,,,,,,1.0,191.0,53.0,21.0,1.25,4.33,,6-4 6-4 7-5,Andreas Haider-Maurer,9.0,3.0,6326547.0,401334.0,,4.333,Andreas Haider-Maurer,107.0,8.0,5.0,103.0,43.0,88.0,55.0,43.0,33.0,21.0,,,,,,2.0,191.0,47.0,38.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Belgium%20v%20Austria%20-%20DC%20WG%20-%20PO/2011,Belgium v Austria - DC WG - PO,hard
