,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name,surface
261,,T Huey / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,R16,4-6 6-3 10-5,J Isner / L Rosol,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
262,H2H 1-0,Duckhee Lee,0.0,4.0,8346955.0,3508962.0,,4.5,Duckhee Lee,35.0,4.0,0.0,47.0,12.0,39.0,22.0,13.0,17.0,10.0,8.0,,,,,2.0,90.0,,,4.5,1.16,FQ,6-1 6-3,Robin Haase,6.0,1.0,8346955.0,3508961.0,,1.16,Robin Haase,55.0,5.0,4.0,43.0,20.0,46.0,30.0,27.0,16.0,8.0,8.0,,,,,1.0,90.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
263,H2H 1-0,Denis Kudla,3.0,3.0,8346956.0,3508957.0,,1.285,Denis Kudla,23.0,2.0,1.0,40.0,13.0,32.0,22.0,7.0,10.0,3.0,7.0,,,,,1.0,75.0,,,1.29,3.25,FQ,6-2 6-0,Matthew Barton,6.0,0.0,8346956.0,3508958.0,,3.25,Matthew Barton,52.0,6.0,6.0,35.0,25.0,40.0,23.0,18.0,17.0,9.0,7.0,,,,,2.0,75.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
264,H2H 1-0,Cameron Norrie,4.0,5.0,8346957.0,3508960.0,,4.55,Cameron Norrie,40.0,2.0,1.0,39.0,13.0,59.0,40.0,22.0,19.0,5.0,8.0,,,,,2.0,103.0,,,4.55,1.17,FQ,6-1 6-2,Benjamin Becker,5.0,2.0,8346957.0,3508959.0,,1.17,Benjamin Becker,63.0,11.0,6.0,64.0,37.0,37.0,22.0,16.0,15.0,10.0,7.0,,,,,1.0,103.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
265,H2H 1-0,Mate Pavic,7.0,2.0,8346958.0,3508954.0,,4.55,Mate Pavic,81.0,5.0,1.0,86.0,27.0,82.0,50.0,37.0,32.0,17.0,13.0,,,,,2.0,170.0,,,4.55,1.17,FQ,4-6 6-2 6-3,Thiemo de Bakker,5.0,2.0,8346958.0,3508953.0,,1.17,Thiemo de Bakker,89.0,7.0,3.0,84.0,30.0,84.0,50.0,40.0,34.0,19.0,14.0,,,,,1.0,170.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
266,H2H 1-0,Eric Butorac,7.0,4.0,8346511.0,3508864.0,,10.0,Eric Butorac,54.0,4.0,1.0,59.0,17.0,56.0,31.0,23.0,25.0,14.0,11.0,,,,,2.0,119.0,,,10.0,1.03,SFQ,6-4 7-5,Robin Haase,15.0,2.0,8346511.0,3508863.0,,1.03,Robin Haase,65.0,3.0,3.0,60.0,23.0,57.0,38.0,32.0,19.0,10.0,11.0,,,,,1.0,119.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
267,H2H 1-0,Robert Farah,4.0,7.0,8346512.0,3508875.0,,6.0,Robert Farah,28.0,1.0,0.0,42.0,9.0,36.0,26.0,16.0,10.0,3.0,7.0,,,,,1.0,85.0,,,6.0,1.11,SFQ,6-1 6-2,Duckhee Lee,2.0,2.0,8346512.0,3508876.0,,1.11,Duckhee Lee,57.0,7.0,4.0,43.0,24.0,40.0,33.0,27.0,7.0,6.0,8.0,,,,,2.0,85.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
268,H2H 1-0,Treat Huey,5.0,4.0,8346513.0,3508862.0,,10.0,Treat Huey,46.0,4.0,0.0,58.0,16.0,48.0,29.0,18.0,19.0,12.0,9.0,,,,,2.0,110.0,,,10.0,1.03,SFQ,6-4 6-2,Denis Kudla,10.0,1.0,8346513.0,3508861.0,,1.03,Denis Kudla,64.0,6.0,3.0,52.0,22.0,57.0,34.0,27.0,23.0,15.0,9.0,,,,,1.0,110.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
269,H2H 1-0,Artem Sitak,1.0,10.0,8346514.0,3508731.0,,3.75,Artem Sitak,60.0,1.0,1.0,63.0,20.0,63.0,41.0,29.0,22.0,11.0,9.0,,,,,1.0,136.0,,,3.75,1.24,SFQ,7-6(8) 6-0,Matthew Barton,6.0,3.0,8346514.0,3508732.0,,1.24,Matthew Barton,76.0,6.0,4.0,73.0,33.0,60.0,38.0,31.0,22.0,12.0,9.0,,,,,2.0,136.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
270,H2H 2-0,Scott Lipsky,3.0,5.0,8346515.0,3508900.0,,,Scott Lipsky,40.0,0.0,0.0,41.0,9.0,54.0,38.0,22.0,16.0,9.0,8.0,,,,,2.0,100.0,,,,,SFQ,6-3 6-1,Benjamin Becker,9.0,1.0,8346515.0,3508899.0,,,Benjamin Becker,60.0,8.0,4.0,59.0,28.0,40.0,26.0,20.0,14.0,12.0,8.0,,,,,1.0,100.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
271,H2H 1-0,Chung Hyo Woo,1.0,7.0,8346516.0,3508729.0,,5.35,Chung Hyo Woo,28.0,1.0,1.0,42.0,11.0,37.0,30.0,14.0,7.0,3.0,7.0,,,,,1.0,86.0,,,5.35,1.13,SFQ,6-1 6-2,Cameron Norrie,7.0,5.0,8346516.0,3508730.0,,1.13,Cameron Norrie,58.0,6.0,5.0,44.0,27.0,37.0,26.0,25.0,11.0,6.0,8.0,,,,,2.0,86.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
272,H2H 1-0,Greg Jones,3.0,4.0,8346517.0,3508758.0,,4.35,Greg Jones,47.0,1.0,0.0,53.0,16.0,58.0,41.0,22.0,17.0,9.0,8.0,,,,,2.0,115.0,,,4.35,1.18,SFQ,6-2 6-2,Thiemo de Bakker,8.0,2.0,8346517.0,3508757.0,,1.18,Thiemo de Bakker,68.0,12.0,4.0,62.0,31.0,51.0,31.0,27.0,20.0,10.0,8.0,,,,,1.0,115.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
273,H2H 1-0,Juan Sebastian Cabal,0.0,3.0,8346518.0,3508877.0,,2.2,Juan Sebastian Cabal,41.0,1.0,1.0,48.0,13.0,53.0,37.0,20.0,16.0,8.0,9.0,,,,,1.0,104.0,,,2.2,1.61,SFQ,6-2 6-4,Mate Pavic,4.0,2.0,8346518.0,3508878.0,,1.61,Mate Pavic,63.0,9.0,4.0,56.0,28.0,46.0,26.0,21.0,20.0,14.0,9.0,,,,,2.0,104.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland,hard
274,H2H 24-10,Andy Murray,12.0,5.0,8348300.0,3514340.0,,5.25,Andy Murray,99.0,6.0,2.0,111.0,37.0,111.0,71.0,48.0,40.0,14.0,15.0,,190.0,151.0,213.0,2.0,198.0,65.0,40.0,5.25,1.17,F,6-1 7-5 7-6(3),Novak Djokovic,7.0,3.0,8348300.0,3514339.0,,1.17,Novak Djokovic,123.0,12.0,5.0,111.0,49.0,111.0,73.0,54.0,38.0,20.0,17.0,,185.0,153.0,199.0,1.0,246.0,41.0,31.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
275,H2H 23-22,Roger Federer,5.0,1.0,8348298.0,3513544.0,,3.15,Roger Federer,82.0,4.0,1.0,,,100.0,57.0,35.0,43.0,21.0,16.0,,187.0,159.0,207.0,2.0,164.0,1.0,5.0,3.15,1.36,SF,6-1 6-2 3-6 6-3,Novak Djokovic,10.0,1.0,8348298.0,3513543.0,,1.36,Novak Djokovic,115.0,9.0,5.0,,,97.0,65.0,50.0,32.0,21.0,17.0,,188.0,154.0,201.0,1.0,230.0,1.0,10.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
276,H2H 5-3,Milos Raonic,23.0,8.0,8348299.0,3513901.0,,3.25,Milos Raonic,149.0,6.0,1.0,146.0,36.0,172.0,115.0,88.0,57.0,25.0,27.0,,204.0,174.0,233.0,1.0,298.0,78.0,72.0,3.25,1.36,SF,4-6 7-5 6-7(4) 6-4 6-2,Andy Murray,9.0,2.0,8348299.0,3513902.0,,1.36,Andy Murray,169.0,16.0,4.0,172.0,59.0,146.0,99.0,78.0,47.0,32.0,26.0,,187.0,144.0,211.0,2.0,338.0,28.0,38.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
277,H2H 9-2,Kei Nishikori,9.0,4.0,8348294.0,3512902.0,,6.5,Kei Nishikori,74.0,8.0,2.0,89.0,31.0,84.0,49.0,29.0,35.0,14.0,13.0,,184.0,143.0,201.0,2.0,148.0,54.0,31.0,6.5,1.11,QF,6-3 6-2 6-4,Novak Djokovic,6.0,2.0,8348294.0,3512901.0,,1.11,Novak Djokovic,99.0,11.0,6.0,84.0,41.0,89.0,51.0,33.0,38.0,25.0,14.0,,185.0,152.0,197.0,1.0,198.0,27.0,22.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
278,H2H 16-6,Tomas Berdych,9.0,5.0,8348295.0,3512940.0,,5.1,Tomas Berdych,89.0,6.0,2.0,87.0,24.0,111.0,60.0,41.0,51.0,24.0,16.0,,200.0,156.0,217.0,2.0,178.0,27.0,27.0,5.1,1.17,QF,7-6(4) 6-2 6-4,Roger Federer,9.0,3.0,8348295.0,3512939.0,,1.17,Roger Federer,109.0,10.0,5.0,111.0,46.0,87.0,60.0,50.0,27.0,13.0,15.0,,187.0,158.0,206.0,1.0,218.0,26.0,48.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
279,H2H 2-2,Gael Monfils,14.0,6.0,8348296.0,3513177.0,,2.75,Gael Monfils,97.0,2.0,1.0,101.0,25.0,107.0,65.0,51.0,42.0,21.0,18.0,,189.0,157.0,217.0,1.0,194.0,17.0,36.0,2.75,1.45,QF,6-3 3-6 6-3 6-4,Milos Raonic,10.0,4.0,8348296.0,3513178.0,,1.45,Milos Raonic,111.0,8.0,3.0,107.0,35.0,101.0,62.0,52.0,39.0,24.0,19.0,,209.0,173.0,228.0,2.0,222.0,36.0,47.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
280,H2H 13-6,David Ferrer,0.0,2.0,8348297.0,3513187.0,,4.6,David Ferrer,116.0,9.0,2.0,135.0,47.0,119.0,77.0,48.0,42.0,21.0,19.0,,179.0,151.0,191.0,1.0,232.0,54.0,23.0,4.6,1.2,QF,6-3 6-7(5) 6-2 6-3,Andy Murray,11.0,8.0,8348297.0,3513188.0,,1.2,Andy Murray,138.0,13.0,6.0,119.0,50.0,135.0,83.0,63.0,52.0,25.0,20.0,,187.0,143.0,218.0,2.0,276.0,64.0,49.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
281,H2H 10-1,Gilles Simon,2.0,4.0,8348286.0,3512572.0,,15.0,Gilles Simon,174.0,18.0,4.0,177.0,63.0,192.0,126.0,87.0,66.0,24.0,25.0,,158.0,132.0,195.0,2.0,348.0,68.0,32.0,15.0,1.02,R16,6-3 6-7(1) 6-4 4-6 6-3,Novak Djokovic,9.0,1.0,8348286.0,3512571.0,,1.02,Novak Djokovic,195.0,25.0,6.0,192.0,81.0,177.0,110.0,77.0,67.0,37.0,26.0,,184.0,153.0,201.0,1.0,390.0,100.0,62.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
282,H2H 5-2,Jo-Wilfried Tsonga,13.0,8.0,8348287.0,3512541.0,,2.05,Jo-Wilfried Tsonga,76.0,2.0,1.0,83.0,25.0,90.0,54.0,34.0,36.0,17.0,14.0,,194.0,151.0,219.0,1.0,152.0,36.0,28.0,2.05,1.74,R16,6-4 6-2 6-4,Kei Nishikori,3.0,3.0,8348287.0,3512542.0,,1.74,Kei Nishikori,97.0,12.0,5.0,90.0,39.0,83.0,50.0,37.0,33.0,21.0,14.0,,180.0,141.0,198.0,2.0,194.0,25.0,31.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
283,H2H 5-0,David Goffin,5.0,2.0,8348288.0,3512550.0,,14.5,David Goffin,59.0,1.0,1.0,67.0,15.0,83.0,55.0,36.0,28.0,8.0,12.0,,173.0,145.0,198.0,2.0,118.0,23.0,17.0,14.5,1.03,R16,6-2 6-1 6-4,Roger Federer,7.0,1.0,8348288.0,3512549.0,,1.03,Roger Federer,91.0,13.0,6.0,83.0,39.0,67.0,42.0,36.0,25.0,16.0,13.0,,191.0,168.0,204.0,1.0,182.0,20.0,39.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
284,H2H 4-2,Roberto Bautista Agut,6.0,0.0,8348289.0,3512893.0,,,Roberto Bautista Agut,144.0,9.0,4.0,133.0,47.0,151.0,101.0,66.0,50.0,31.0,22.0,,171.0,147.0,192.0,1.0,288.0,46.0,37.0,,,R16,4-6 6-4 6-3 1-6 6-3,Tomas Berdych,18.0,2.0,8348289.0,3512894.0,,,Tomas Berdych,140.0,22.0,4.0,151.0,54.0,133.0,83.0,61.0,50.0,25.0,23.0,,193.0,153.0,215.0,2.0,280.0,57.0,66.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
285,H2H 3-0,Andrey Kuznetsov,0.0,6.0,8348290.0,3512649.0,,4.05,Andrey Kuznetsov,113.0,2.0,2.0,112.0,29.0,133.0,78.0,58.0,55.0,26.0,21.0,,185.0,146.0,202.0,1.0,226.0,54.0,46.0,4.05,1.24,R16,7-5 3-6 6-3 7-6(4),Gael Monfils,14.0,4.0,8348290.0,3512650.0,,1.24,Gael Monfils,132.0,7.0,3.0,133.0,49.0,112.0,69.0,56.0,43.0,27.0,22.0,,185.0,155.0,217.0,2.0,264.0,32.0,44.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
286,H2H 1-4,Stan Wawrinka,9.0,9.0,8348291.0,3512648.0,,1.57,Stan Wawrinka,153.0,8.0,3.0,149.0,46.0,171.0,99.0,70.0,72.0,37.0,25.0,,192.0,156.0,217.0,2.0,306.0,31.0,52.0,1.57,2.4,R16,6-4 6-3 5-7 4-6 6-3,Milos Raonic,24.0,6.0,8348291.0,3512647.0,,2.4,Milos Raonic,167.0,15.0,5.0,171.0,64.0,149.0,101.0,80.0,48.0,23.0,25.0,,207.0,178.0,230.0,1.0,334.0,53.0,82.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
287,H2H 7-1,John Isner,18.0,4.0,8348292.0,3512646.0,,2.65,John Isner,79.0,3.0,0.0,87.0,19.0,95.0,71.0,51.0,24.0,9.0,16.0,,200.0,180.0,222.0,2.0,158.0,49.0,39.0,2.65,1.48,R16,6-4 6-4 7-5,David Ferrer,1.0,2.0,8348292.0,3512645.0,,1.48,David Ferrer,103.0,6.0,3.0,95.0,35.0,87.0,45.0,37.0,42.0,31.0,16.0,,176.0,148.0,185.0,1.0,206.0,17.0,28.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
288,H2H 4-0,Bernard Tomic,10.0,2.0,8348293.0,3512725.0,,8.5,Bernard Tomic,95.0,9.0,4.0,98.0,33.0,119.0,77.0,48.0,42.0,14.0,16.0,,180.0,159.0,204.0,1.0,190.0,56.0,33.0,8.5,1.08,R16,6-4 6-4 7-6(4),Andy Murray,18.0,1.0,8348293.0,3512726.0,,1.08,Andy Murray,122.0,13.0,6.0,119.0,57.0,98.0,56.0,41.0,42.0,24.0,17.0,,189.0,148.0,210.0,2.0,244.0,22.0,43.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
289,H2H 12-0,Andreas Seppi,5.0,0.0,8348270.0,3512492.0,,17.0,Andreas Seppi,89.0,3.0,0.0,103.0,29.0,96.0,55.0,44.0,41.0,16.0,15.0,,186.0,144.0,200.0,2.0,178.0,38.0,29.0,17.0,1.01,R32,6-1 7-5 7-6(6),Novak Djokovic,9.0,2.0,8348270.0,3512491.0,,1.01,Novak Djokovic,110.0,6.0,3.0,96.0,36.0,103.0,74.0,56.0,29.0,18.0,17.0,,186.0,148.0,201.0,1.0,220.0,37.0,34.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
290,H2H 2-2,Federico Delbonis,6.0,1.0,8348271.0,3512057.0,,3.75,Federico Delbonis,58.0,1.0,0.0,66.0,17.0,79.0,45.0,29.0,34.0,12.0,12.0,,190.0,155.0,212.0,1.0,116.0,39.0,28.0,3.75,1.25,R32,6-3 6-2 6-1,Gilles Simon,5.0,1.0,8348271.0,3512058.0,,1.25,Gilles Simon,87.0,13.0,6.0,79.0,38.0,66.0,46.0,33.0,20.0,16.0,12.0,,167.0,133.0,190.0,2.0,174.0,15.0,24.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
291,H2H 1-0,Pierre-Hugues Herbert,11.0,5.0,8348272.0,3512080.0,,8.0,Pierre-Hugues Herbert,97.0,6.0,2.0,106.0,27.0,104.0,64.0,50.0,40.0,20.0,19.0,,188.0,160.0,207.0,2.0,194.0,46.0,43.0,8.0,1.06,R32,6-4 7-6(7) 7-6(4),Jo-Wilfried Tsonga,23.0,3.0,8348272.0,3512079.0,,1.06,Jo-Wilfried Tsonga,113.0,4.0,3.0,104.0,34.0,106.0,62.0,55.0,44.0,24.0,17.0,,194.0,147.0,225.0,1.0,226.0,19.0,46.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
292,H2H 3-0,Guillermo Garcia-Lopez,11.0,4.0,8348273.0,3512065.0,,8.0,Guillermo Garcia-Lopez,115.0,11.0,3.0,123.0,39.0,120.0,69.0,55.0,51.0,21.0,19.0,,179.0,144.0,198.0,1.0,230.0,43.0,28.0,8.0,1.08,R32,7-5 2-6 6-3 6-4,Kei Nishikori,5.0,1.0,8348273.0,3512066.0,,1.08,Kei Nishikori,128.0,9.0,4.0,120.0,44.0,123.0,73.0,54.0,50.0,30.0,20.0,,179.0,138.0,199.0,2.0,256.0,38.0,33.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
293,H2H 5-0,Grigor Dimitrov,8.0,3.0,8348274.0,3512048.0,,4.6,Grigor Dimitrov,111.0,6.0,1.0,112.0,36.0,126.0,76.0,48.0,50.0,27.0,18.0,,186.0,157.0,210.0,2.0,222.0,44.0,23.0,4.6,1.18,R32,6-4 3-6 6-1 6-4,Roger Federer,13.0,5.0,8348274.0,3512047.0,,1.182,Roger Federer,127.0,15.0,4.0,126.0,51.0,112.0,69.0,52.0,43.0,24.0,18.0,,189.0,158.0,204.0,1.0,254.0,55.0,48.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
294,H2H 5-3,Dominic Thiem,17.0,6.0,8348275.0,3511967.0,,1.56,Dominic Thiem,128.0,13.0,4.0,141.0,51.0,129.0,75.0,50.0,54.0,27.0,20.0,,183.0,155.0,224.0,1.0,256.0,61.0,55.0,1.56,2.35,R32,6-1 3-6 7-6(2) 7-5,David Goffin,6.0,8.0,8348275.0,3511968.0,,2.35,David Goffin,142.0,12.0,6.0,129.0,52.0,141.0,81.0,62.0,60.0,28.0,21.0,,177.0,144.0,201.0,2.0,284.0,45.0,37.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
295,H2H 1-2,Marin Cilic,15.0,5.0,8348276.0,3512567.0,,,Marin Cilic,108.0,4.0,1.0,114.0,35.0,115.0,67.0,52.0,48.0,21.0,18.0,,196.0,148.0,215.0,1.0,216.0,55.0,46.0,,,R32,6-4 7-6(5) 7-5,Roberto Bautista Agut,9.0,3.0,8348276.0,3512568.0,,,Roberto Bautista Agut,121.0,11.0,3.0,115.0,42.0,114.0,72.0,56.0,42.0,23.0,17.0,,172.0,149.0,191.0,2.0,242.0,31.0,28.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
296,H2H 1-2,Nick Kyrgios,18.0,2.0,8348277.0,3512081.0,,2.25,Nick Kyrgios,105.0,6.0,2.0,112.0,36.0,108.0,65.0,53.0,43.0,16.0,18.0,,203.0,164.0,221.0,1.0,210.0,26.0,42.0,2.25,1.63,R32,6-3 6-4 1-6 6-4,Tomas Berdych,8.0,6.0,8348277.0,3512082.0,,1.63,Tomas Berdych,115.0,8.0,3.0,108.0,39.0,112.0,64.0,50.0,48.0,26.0,18.0,,198.0,159.0,216.0,2.0,230.0,35.0,44.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
297,H2H 2-1,Dudi Sela,7.0,5.0,8348278.0,3512383.0,,2.75,Dudi Sela,122.0,7.0,3.0,129.0,44.0,131.0,81.0,56.0,50.0,22.0,20.0,,168.0,141.0,182.0,1.0,244.0,44.0,33.0,2.75,1.45,R32,7-5 3-6 6-1 7-6(4),Andrey Kuznetsov,10.0,6.0,8348278.0,3512384.0,,1.45,Andrey Kuznetsov,138.0,14.0,5.0,131.0,53.0,129.0,78.0,61.0,51.0,24.0,21.0,,189.0,150.0,203.0,2.0,276.0,41.0,53.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
298,H2H 3-0,Stephane Robert,3.0,5.0,8348279.0,3512354.0,,8.75,Stephane Robert,80.0,5.0,5.0,96.0,41.0,84.0,40.0,24.0,44.0,15.0,14.0,,180.0,128.0,197.0,2.0,160.0,40.0,39.0,8.75,1.06,R32,7-5 6-3 6-2,Gael Monfils,10.0,1.0,8348279.0,3512353.0,,1.06,Gael Monfils,100.0,16.0,9.0,84.0,45.0,96.0,62.0,40.0,34.0,15.0,15.0,,184.0,151.0,212.0,1.0,200.0,25.0,33.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
299,H2H 3-1,Viktor Troicki,5.0,5.0,8348280.0,3512364.0,,4.15,Viktor Troicki,60.0,2.0,1.0,71.0,17.0,81.0,54.0,34.0,27.0,9.0,13.0,,189.0,147.0,205.0,2.0,120.0,24.0,17.0,4.15,1.23,R32,6-2 6-3 6-4,Milos Raonic,14.0,2.0,8348280.0,3512363.0,,1.23,Milos Raonic,92.0,12.0,5.0,81.0,38.0,71.0,49.0,41.0,22.0,13.0,14.0,,199.0,180.0,232.0,1.0,184.0,23.0,37.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
300,H2H 5-0,Lukas Rosol,2.0,6.0,8348281.0,3512381.0,,9.25,Lukas Rosol,83.0,3.0,1.0,93.0,27.0,96.0,52.0,36.0,44.0,20.0,14.0,,189.0,161.0,210.0,1.0,166.0,33.0,24.0,9.25,1.06,R32,6-2 6-3 7-6(3),Stan Wawrinka,18.0,3.0,8348281.0,3512382.0,,1.06,Stan Wawrinka,106.0,10.0,4.0,96.0,40.0,93.0,54.0,43.0,39.0,23.0,16.0,,191.0,155.0,214.0,2.0,212.0,23.0,45.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
301,H2H 2-0,Steve Johnson,5.0,4.0,8348282.0,3512390.0,,5.2,Steve Johnson,63.0,0.0,0.0,72.0,15.0,85.0,53.0,27.0,32.0,21.0,13.0,,183.0,156.0,207.0,2.0,126.0,39.0,17.0,5.2,1.16,R32,6-1 6-4 6-4,David Ferrer,3.0,2.0,8348282.0,3512389.0,,1.16,David Ferrer,94.0,9.0,4.0,85.0,37.0,72.0,49.0,38.0,23.0,19.0,14.0,,172.0,143.0,189.0,1.0,188.0,21.0,32.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
302,H2H 4-3,Feliciano Lopez,18.0,8.0,8348283.0,3512365.0,,2.4,Feliciano Lopez,121.0,0.0,0.0,124.0,27.0,143.0,89.0,63.0,54.0,31.0,21.0,,192.0,158.0,212.0,1.0,242.0,33.0,48.0,2.4,1.57,R32,6-7(10) 7-6(5) 6-2 6-4,John Isner,44.0,1.0,8348283.0,3512366.0,,1.57,John Isner,146.0,7.0,3.0,143.0,49.0,124.0,96.0,76.0,28.0,21.0,23.0,,205.0,178.0,226.0,2.0,292.0,32.0,79.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
303,H2H 2-0,John Millman,8.0,1.0,8348284.0,3512402.0,,5.5,John Millman,88.0,5.0,2.0,94.0,30.0,101.0,67.0,46.0,34.0,12.0,15.0,,180.0,142.0,197.0,2.0,176.0,33.0,31.0,5.5,1.14,R32,6-4 7-6(4) 6-2,Bernard Tomic,20.0,3.0,8348284.0,3512401.0,,1.14,Bernard Tomic,107.0,12.0,5.0,101.0,43.0,94.0,61.0,48.0,33.0,16.0,16.0,,184.0,144.0,204.0,1.0,214.0,33.0,48.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
304,H2H 7-0,Joao Sousa,4.0,2.0,8348285.0,3512497.0,,17.0,Joao Sousa,94.0,7.0,2.0,107.0,34.0,109.0,73.0,48.0,36.0,12.0,16.0,,192.0,150.0,204.0,1.0,188.0,44.0,27.0,17.0,1.01,R32,6-2 3-6 6-2 6-2,Andy Murray,13.0,6.0,8348285.0,3512498.0,,1.01,Andy Murray,122.0,9.0,6.0,109.0,49.0,107.0,63.0,53.0,44.0,20.0,17.0,,189.0,144.0,211.0,2.0,244.0,32.0,41.0,2016-01-18,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2016,Australian Open,hard
