,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
3677,,J Landsberg / M Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,C Moya / R Nadal,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,,A Portas / T Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,2-6 6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,H2H 1-0,Federico Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 3-6 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Marcus Sarstrand,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,H2H 1-0,Mattias Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-5 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Rogier Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,H2H 2-0,Ladislav Svarc,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 3-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Markus Hipfl,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,H2H 1-1,Daniel Schalen,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-0 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Henrik Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,H2H 1-0,Fredrik Jonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Federico Browne,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,H2H 3-0,Pierre Berntsson,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 3-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Marcus Sarstrand,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,H2H 1-0,Alexander Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,1-6 6-3 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Rogier Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,H2H 2-0,Robert Lindstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Mattias Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,H2H 1-0,Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,4-6 6-1 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Markus Hipfl,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,H2H 1-0,Tobias Hildebrand,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Ladislav Svarc,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,H2H 2-0,Timo Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Daniel Schalen,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,H2H 1-0,Pablo Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Henrik Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,H2H 1-0,Ola Jonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,3-6 6-2 7-6(3),2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Fredrik Jonsson,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,H2H 1-0,Robert Samuelsson,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Pierre Berntsson,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,H2H 1-0,Rickard Holmstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Alexander Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,H2H 2-0,Jacob Adaktusson,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-5 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Mattias Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,H2H 1-1,Nicklas Timfjord,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 4-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Robert Lindstedt,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,H2H 1-0,Luis Morejon,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,1-6 7-6(6) 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,H2H 1-0,Emil Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Tobias Hildebrand,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,H2H 1-0,Daniel Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Ladislav Svarc,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,H2H 1-1,Jon Hedman,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-6(5) 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Daniel Schalen,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,H2H 2-0,Ervin Eleskovic,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Pablo Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,H2H 1-0,Robert Gustafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,3-6 6-3 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/2003,Bastad,Henrik Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,H2H 4-5,Roger Federer,,,,,,,,,,,,,,,,,,,,,,,,,,,F,5-7 6-3 6-3 1-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,H2H 5-0,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-1 7-6(6),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Roger Federer,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,H2H 2-2,Radek Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-5 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,H2H 2-0,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Roger Federer,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,H2H 2-2,Stefan Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,H2H 2-3,Juan Ignacio Chela,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,H2H 6-2,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Radek Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,H2H 2-0,Jean-Rene Lisnard,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Roger Federer,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,H2H 2-2,Alex Corretja,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,H2H 3-0,Lars Burgsmuller,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 6-2 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,H2H 2-0,Antony Dupuis,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Stefan Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,H2H 1-1,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-7(2) 7-6(3),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Juan Ignacio Chela,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,H2H 1-3,Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,1-6 6-2 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,H2H 1-1,Michel Kratochvil,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(5),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Radek Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,H2H 1-0,Christophe Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(6),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,H2H 1-0,Marc Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-7(4) 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Roger Federer,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,H2H 2-0,Stan Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,2-6 6-1 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jean-Rene Lisnard,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,H2H 1-1,Karol Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,H2H 2-1,John van Lottum,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Alex Corretja,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,H2H 1-2,Kristof Vliegen,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,H2H 2-0,Zeljko Krajan,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-7(6) 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Lars Burgsmuller,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,H2H 3-2,Galo Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 1-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Stefan Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,H2H 1-1,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(1) 7-6(4),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Antony Dupuis,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,H2H 1-0,Andre Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-0 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Juan Ignacio Chela,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,H2H 3-0,Irakli Labadze,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-0 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,H2H 1-4,Philipp Kohlschreiber,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,H2H 3-1,Sargis Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,H2H 1-0,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Radek Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,H2H 2-0,Tomas Behrend,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-7(6) 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Michel Kratochvil,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,H2H 3-0,Michael Lammer,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Christophe Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,H2H 3-3,Wayne Arthurs,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-3 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,,P Pala / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-2 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,WO,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,,S Prieto / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 3-6 7-6(3),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,P Pala / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,,M Lammer / S Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,,M Kratochvil / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 7-6(4),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,L Paes / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,,K Beck / N Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 7-6(3),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,S Prieto / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,,T Cibulec / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-7(6) 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,P Pala / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,,T Behrend / D Sanchez-munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 3-6 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,,S Koubek / A Savolt,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,2-1 Retired,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,M Lammer / S Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,,A Dupuis / P Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,3-6 7-6(3) 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,,J Chela / G Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,M Kratochvil / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,H2H 2-0,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 3-6 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Galo Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,H2H 0-0,Attila Savolt,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,WO,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Philipp Kohlschreiber,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,H2H 1-2,Ramon Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-3 4-6 6-3,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,H2H 1-0,Petr Luxa,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-7(3) 7-5 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Marc Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,H2H 1-2,Marc-Kevin Goellner,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Galo Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,H2H 3-0,Frank Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(2) 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,H2H 1-0,Diego Del Rio,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-7(5) 6-1 6-1,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Attila Savolt,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,H2H 1-2,Frantisek Cermak,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Philipp Kohlschreiber,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,H2H 4-0,Nicolas Todero,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Ramon Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,H2H 1-0,Andrea Gaudenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 6-2,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,H2H 2-0,Denis Gremelmayr,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-5 7-5,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Marc Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,H2H 1-0,Sebastian Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-1 7-6(4),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Petr Luxa,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,H2H 1-0,Teo Jaegersberg,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,1-0 Retired,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Marc-Kevin Goellner,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,H2H 1-0,Mohammed Fetov,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 7-6(3),2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Frank Moser,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,H2H 1-0,Benjamin-David Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Nicolas Todero,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,H2H 1-0,Thomas Bieri,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-4,2003-07-07,https://matchstat.com/tennis/tournaments/m/Gstaad/2003,Gstaad,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,H2H 3-2,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-2 6-2 6-1,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Guillermo Coria,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,H2H 2-3,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-2 4-1 Retired,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,H2H 7-1,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-0,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Guillermo Coria,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,H2H 3-0,Tomas Behrend,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 6-3,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,H2H 5-4,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-2,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,H2H 8-0,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-4,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,H2H 6-2,Mikhail Youzhny,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-0 6-0,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Guillermo Coria,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,H2H 1-2,Max Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Tomas Behrend,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,H2H 5-1,Jarkko Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(2) 6-7(5) 6-3,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,H2H 2-5,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 3-6 6-1,2003-07-14,https://matchstat.com/tennis/tournaments/m/Stuttgart%20Outdoor/2003,Stuttgart Outdoor,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,
