,h2h,loser,round,score,winner,start_date,tournament_link,tournament_name,surface
23,H2H 1-0,T. Lejus,R16,6-2 6-1 6-3,R. Ruffels,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
24,H2H 1-0,P. Gonzales,R16,6-3 6-0 11-9,B. Bowrey,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
25,H2H 1-0,M. Riessen,R16,1-6 4-6 7-5 6-1 6-4,Butch Buchholz,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
26,H2H 1-1,K. Rosewall,R16,7-5 6-1 6-4,A. Gimeno,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
27,H2H 1-0,Massimo Di Domenico,R32,6-2 6-3 6-3,R. Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
28,H2H 1-0,Harold Hunt,R32,6-1 6-3 6-3,R. Emerson,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
29,H2H 1-1,Jean-Loup Rouyer,R32,6-1 11-9 6-4,Stone,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
30,H2H 1-0,Ross Case,R32,7-5 6-4 6-2,F. Stolle,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
31,H2H 1-0,Rod Brent,R32,6-2 7-5 3-6 6-4,J. Newcombe,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
32,H2H 3-2,R. Taylor,R32,15-13 13-11 0-6 6-4,Ray Moore,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
33,H2H 1-0,Crealy,R32,6-2 12-10 6-1,M. Anderson,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
34,H2H 1-0,Ray Keldie,R32,8-6 6-0 6-4,T. Roche,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
35,H2H 1-0,Pietro Marzano,R32,6-3 6-1 6-2,T. Lejus,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
36,H2H 3-0,J. Alexander,R32,6-2 10-8 6-4,R. Ruffels,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
37,H2H 1-1,Terry Addison,R32,5-7 6-4 6-2 6-4,B. Bowrey,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
38,H2H 1-1,Pierre Barthes,R32,6-4 6-3 6-3,P. Gonzales,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
39,H2H 1-0,Piero Toci,R32,6-1 6-2 6-1,M. Riessen,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
40,H2H 1-0,John Cooper,R32,6-3 3-6 6-2 6-2,Butch Buchholz,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
41,H2H 1-0,Geoff Masters,R32,6-1 6-2 6-2,A. Gimeno,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
42,H2H 4-2,P. Dent,R32,3-6 6-2 6-1 6-4,K. Rosewall,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
43,H2H 2-0,Ian Fletcher,R64,6-2 5-7 6-3 6-4,J. Newcombe,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
44,H2H 1-0,Jean-Baptiste Chanfreau,R64,6-3 6-8 4-6 8-6 6-4,Rod Brent,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
45,H2H 1-0,Trevor Fancutt,R64,6-4 4-6 6-3 4-6 6-1,Ray Moore,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
46,H2H 1-0,Vittorio Crotta,R64,4-6 6-4 6-3 6-4,R. Taylor,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
47,H2H 1-0,John Bartlett,R64,9-7 6-2 6-3,M. Anderson,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
48,H2H 1-0,A. Hammond,R64,8-6 7-5 2-6 10-8,Crealy,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
49,H2H 1-0,Syd Ball,R64,6-1 13-11 Retired,Ray Keldie,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
50,H2H 1-0,B. Phillips-Moore,R64,6-3 6-3 6-4,T. Roche,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
51,H2H 0-0,Tom Okker,R64,WO,Pietro Marzano,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
52,H2H 1-0,John Brown,R64,9-7 10-12 6-4 6-3,T. Lejus,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
53,H2H 2-0,Alvin Gardiner,R64,6-4 6-4 6-4,J. Alexander,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
54,H2H 1-0,Sutarjo Sugiarto,R64,6-1 6-0 6-2,R. Ruffels,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
55,H2H 1-0,Koji Watanabe,R64,8-6 6-4 6-3,B. Bowrey,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
56,H2H 1-0,Adriano Panatta,R64,6-0 7-5 6-1,Terry Addison,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
57,H2H 1-0,Bob Giltinan,R64,6-0 6-2 6-4,Pierre Barthes,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
58,H2H 1-0,Marc Bolle,R64,6-2 6-2 6-4,P. Gonzales,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
59,,K Rosewall / F Stolle,F,6-4 6-4,R Emerson / R Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
60,,J Newcombe / T Roche,SF,6-2 1-6 6-3 6-4,R Emerson / R Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
61,,R Moore / M Riessen,SF,6-3 6-3 4-6 3-6 10-8,K Rosewall / F Stolle,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
62,,T Addison / R Keldie,QF,6-2 7-5 5-7 6-8 6-3,J Newcombe / T Roche,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
63,,C Crealy / S Stone,QF,6-3 12-10 6-2,R Emerson / R Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
64,,B Bowrey / R Ruffels,QF,6-4 6-4 6-2,R Moore / M Riessen,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
65,,J Brown / T Lejus,QF,6-4 6-2 6-0,K Rosewall / F Stolle,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
66,,J Alexander / P Dent,R16,6-4 6-4 12-10,J Newcombe / T Roche,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
67,,J Bartlett / T Fancutt,R16,6-3 3-6 11-9 6-3,T Addison / R Keldie,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
68,,M Guse / G Olsson,R16,6-1 6-3 6-0,R Emerson / R Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
69,,M Di Domenico / A Panatta,R16,4-6 6-3 6-2 3-6 6-4,C Crealy / S Stone,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
70,,M Anderson / R Taylor,R16,6-1 1-6 6-4 6-2,B Bowrey / R Ruffels,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
71,,R Brent / B Phillips-moore,R16,7-5 6-4 6-3,R Moore / M Riessen,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
72,,A Gimeno / P Gonzales,R16,6-2 6-4 6-4,J Brown / T Lejus,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
73,,I Fletcher / A Wall,R16,6-1 6-1 6-2,K Rosewall / F Stolle,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
74,,M Bolle / J Rouyer,R32,6-3 6-3 7-5,R Emerson / R Laver,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
75,,R Case / A Gardiner,R32,8-6 4-6 6-4 13-11,M Guse / G Olsson,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
76,,J Kawamori / K Watanabe,R32,6-3 3-6 6-1 7-5,M Di Domenico / A Panatta,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
77,,J Chanfreau / P Toci,R32,6-4 6-4 6-0,C Crealy / S Stone,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
78,,P Barthes / B Buchholz,R32,5-7 6-3 6-2 6-4,M Anderson / R Taylor,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
79,,S Ball / B Giltinan,R32,4-6 4-6 6-4 6-1 6-4,B Bowrey / R Ruffels,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
80,,J Cooper / A Hammond,R32,6-4 6-4 6-4,R Brent / B Phillips-moore,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
81,,V Crotta / P Marzano,R32,6-1 6-1 6-3,R Moore / M Riessen,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
82,,R Taylor / B King,SF,7-5 6-3,M Riessen / M Court,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
83,,T Roche / R Casals,SF,7-5 1-6 6-3,F Stolle / A Jones,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
84,,R Keldie / J Tegart,QF,WO,M Riessen / M Court,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
85,,R Moore / K Harris,QF,6-3 6-2,R Taylor / B King,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
86,,T Addison / L Hunt,QF,3-6 7-5 6-1,T Roche / R Casals,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
87,,R Ruffels / K Krantzcke,QF,2-6 6-2 6-4,F Stolle / A Jones,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
88,,J Chanfreau / G Chanfreau,R16,6-0 6-3,M Riessen / M Court,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
89,,T Lejus / K Melville,R16,WO,R Keldie / J Tegart,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
90,,M Anderson / L Bowrey,R16,WO,R Moore / K Harris,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
91,,B Giltinan / H Amos,R16,6-1 6-2,R Taylor / B King,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
92,,R Brent / L Kenny,R16,WO,T Roche / R Casals,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
93,,P Gonzales / F Durr,R16,8-6 7-5,T Addison / L Hunt,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
94,,C Crealy / H Gourlay,R16,WO,R Ruffels / K Krantzcke,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
95,,H Hunt / P Brand,R16,6-4 6-2,F Stolle / A Jones,1969-01-20,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1969,Australian Open,grass
96,H2H 3-0,Ray Moore,SF,6-3 9-11 6-4 6-8 6-2,T. Roche,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
97,H2H 2-0,B. Fairlie,SF,6-3 6-3 3-6 7-5,R. Laver,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
98,H2H 2-1,R. Taylor,QF,6-2 1-6 6-3 6-2,T. Roche,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
99,H2H 1-0,P. Gonzales,QF,2-6 12-10 6-4 5-7 9-7,Ray Moore,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
100,H2H 1-1,J. Newcombe,QF,5-7 4-6 10-8 6-0 6-3,B. Fairlie,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
101,H2H 1-0,T. Lejus,QF,6-3 4-6 4-6 6-3 7-5,R. Laver,1969-01-27,https://matchstat.com/tennis/tournaments/m/Auckland/1969,Auckland,grass
102,H2H 2-0,G. Battrick,SF,6-3 6-0 6-4,M. Cox,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
103,H2H 1-1,J. Kodes,SF,1-6 6-4 11-9 6-3,T. Koch,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
104,H2H 1-0,N. Spear,QF,6-2 9-7,G. Battrick,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
105,H2H 1-0,L. Ayala,QF,6-4 4-6 6-4,M. Cox,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
106,H2H 2-0,T. Edlefsen,QF,6-2 6-1,J. Kodes,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
107,H2H 2-1,J. Fillol,QF,6-0 6-2,T. Koch,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas,clay
108,H2H 1-0,J. Velasco,SF,6-0 6-2 6-2,J. Kodes,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
109,H2H 5-0,M. Cox,SF,7-5 6-0 5-7 5-7 6-4,I. Nastase,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
110,H2H 1-0,B. Bowrey,QF,6-3 6-4,J. Velasco,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
111,H2H 4-3,J. Fillol,QF,6-2 6-3,J. Kodes,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
112,H2H 3-0,T. Koch,QF,6-2 7-5,I. Nastase,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
113,H2H 2-1,Z. Franulovic,QF,2-6 6-2 6-2,M. Cox,1969-03-10,https://matchstat.com/tennis/tournaments/m/Barranquilla/1969,Barranquilla,clay
114,H2H 4-0,Tom Okker,F,6-3 10-8 6-3,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
115,H2H 3-0,Cliff Drysdale,SF,6-1 1-6 6-1 6-2,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
116,H2H 3-3,T. Roche,SF,WO,Tom Okker,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
117,H2H 1-0,Bob Hewitt,QF,6-2 6-4 6-2,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
118,H2H 1-0,P. Gonzales,QF,3-6 3-6 10-8 6-4 7-5,Cliff Drysdale,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
119,H2H 2-0,Cliff Richey,QF,3-6 6-3 6-4 8-6,Tom Okker,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
120,H2H 3-0,Ray Moore,QF,6-3 11-9 6-3,T. Roche,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
121,H2H 3-0,Frew McMillan,R16,6-2 6-4 6-2,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
122,H2H 1-0,A. Gimeno,R16,6-3 6-4 6-2,Bob Hewitt,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
123,H2H 1-0,F. Stolle,R16,2-6 6-3 6-4 12-14 11-9,P. Gonzales,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
124,H2H 2-1,Bob Maud,R16,5-7 6-2 2-6 6-4 7-5,Cliff Drysdale,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
125,H2H 3-1,Crealy,R16,7-5 9-7 6-0,Tom Okker,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
126,H2H 1-1,R. Emerson,R16,6-3 6-4 3-6 6-3,Cliff Richey,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
127,H2H 1-1,Dennis Ralston,R16,6-2 4-6 8-6 6-1,Ray Moore,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
128,H2H 1-0,Bob Carmichael,R16,7-5 6-3 7-5,T. Roche,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
129,H2H 1-0,Alan Schwarz,R32,6-0 6-3 3-6 6-1,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
130,H2H 1-0,Julian Krinsky,R32,6-4 6-1 6-2,Frew McMillan,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
131,H2H 1-0,Peter Mors,R32,6-4 6-4 6-1,Bob Hewitt,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
132,H2H 1-0,Derek Schroder,R32,6-4 6-2 6-3,A. Gimeno,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
133,H2H 1-0,Albert Gaertner,R32,6-4 6-4 6-1,P. Gonzales,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
134,H2H 1-0,Jack Saul,R32,6-1 6-2 6-1,F. Stolle,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
135,H2H 1-0,John Brown,R32,6-1 6-2 Retired,Bob Maud,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
136,H2H 1-0,Keith Brebnor,R32,6-3 6-4 8-6,Cliff Drysdale,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
137,H2H 1-0,Richard Hawkes,R32,6-4 6-3 6-0,Tom Okker,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
138,H2H 1-0,Stone,R32,6-1 6-4 6-2,Crealy,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
139,H2H 1-0,Clive Brebnor,R32,3-6 6-3 6-1 6-3,Cliff Richey,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
140,H2H 1-0,Graydon Garner,R32,6-4 6-0 6-4,R. Emerson,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
141,H2H 1-0,Terry Ryan,R32,6-3 5-7 6-3 6-1,Dennis Ralston,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
142,H2H 1-0,Keith Diepraam,R32,6-3 6-2 5-7 6-4,Ray Moore,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
143,H2H 1-0,B. Phillips-Moore,R32,4-6 6-3 6-4 10-8,Bob Carmichael,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
144,H2H 1-0,Andrew Pattison,R32,5-7 6-3 8-6 6-2,T. Roche,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
145,H2H 1-0,Rauty Krog,R64,7-5 6-3 6-4,R. Laver,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
146,H2H 1-0,S Le Roux,R64,9-7 6-4 3-6 6-3,Alan Schwarz,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
147,H2H 1-0,A Sapire,R64,6-2 6-2 6-3,Julian Krinsky,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
148,H2H 2-0,Hank Irvine,R64,6-4 0-6 10-8 8-6,Frew McMillan,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
149,H2H 1-0,Peter Tudhope,R64,6-3 6-2 6-2,Bob Hewitt,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
150,H2H 1-0,Jeff Simpson,R64,6-2 6-3 4-6 6-4,Peter Mors,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
151,H2H 1-0,Mel Baleson,R64,6-1 6-3 6-1,A. Gimeno,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
152,H2H 1-0,G Nel,R64,6-0 6-1 6-2,P. Gonzales,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
153,H2H 1-0,L Ploughman,R64,4-6 4-6 6-3 6-2 7-5,Albert Gaertner,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
154,H2H 1-0,J Rudman,R64,6-2 6-3 3-6 6-3,Jack Saul,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
155,H2H 1-0,Quentin Pretorius,R64,6-1 6-1 6-2,F. Stolle,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
156,H2H 1-0,Dennis Breetzke,R64,6-0 6-2 6-3,Bob Maud,1969-03-31,https://matchstat.com/tennis/tournaments/m/South%20African%20Open/1969,South African Open,hard
