,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,surface,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
10,H2H 1-0,Marina Erakovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-0,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Janette Husarova,,,,,,,,,,,,,,,,,,,,,,,,,,
11,H2H 1-1,Lina Krasnoroutskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(5) 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Katarina Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
12,H2H 2-0,Mara Santangelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 4-6 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shahar Peer,,,,,,,,,,,,,,,,,,,,,,,,,,
13,H2H 7-1,Jill Craybas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,2-6 6-0 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marion Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,
14,H2H 3-0,Nuria Llagostera Vives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-0,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Jelena Jankovic,,,,,,,,,,,,,,,,,,,,,,,,,,
15,H2H 1-0,Laura Granville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Amy Frazier,,,,,,,,,,,,,,,,,,,,,,,,,,
16,H2H 2-0,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-0 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Lucie Safarova,,,,,,,,,,,,,,,,,,,,,,,,,,
17,H2H 2-0,Lindsay Lee-Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 7-5,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Tatiana Panova,,,,,,,,,,,,,,,,,,,,,,,,,,
18,H2H 2-1,Maria Vento-Kabchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Martina Sucha,,,,,,,,,,,,,,,,,,,,,,,,,,
19,H2H 1-0,Tatiana Perebiynis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shinobu Asagoe,,,,,,,,,,,,,,,,,,,,,,,,,,
20,H2H 2-0,Marta Domachowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-5 3-6 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shenay Perry,,,,,,,,,,,,,,,,,,,,,,,,,,
21,H2H 2-0,Marie-Eve Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,4-6 7-5 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marina Erakovic,,,,,,,,,,,,,,,,,,,,,,,,,,
22,H2H 1-0,Kristina Brandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Janette Husarova,,,,,,,,,,,,,,,,,,,,,,,,,,
23,H2H 2-2,Alina Jidkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 4-6 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Katarina Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
24,H2H 1-0,Aniko Kapros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(5) 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Lina Krasnoroutskaya,,,,,,,,,,,,,,,,,,,,,,,,,,
25,H2H 2-0,Akiko Morigami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 4-6 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shahar Peer,,,,,,,,,,,,,,,,,,,,,,,,,,
26,H2H 2-0,Eleni Daniilidou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 1-6 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Mara Santangelo,,,,,,,,,,,,,,,,,,,,,,,,,,
27,H2H 1-0,Abigail Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-0 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marion Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,
28,H2H 4-6,Meilen Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Jill Craybas,,,,,,,,,,,,,,,,,,,,,,,,,,
29,H2H 2-0,Anne Kremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Nuria Llagostera Vives,,,,,,,,,,,,,,,,,,,,,,,,,,
30,H2H 2-1,Claudine Schaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-5 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Jelena Jankovic,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,L Baker / F Lubiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Asagoe / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,E Dominikovic / G Voskoboeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Asagoe / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,J Husarova / L Krasnoroutskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,WO,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,L Baker / F Lubiani,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,A Jidkova / T Perebiynis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Asagoe / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,A Spears / M Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,E Dominikovic / G Voskoboeva,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,C Chuang / R Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,J Husarova / L Krasnoroutskaya,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,T Ashley / L Granville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 6-7(2) 7-6(3),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,L Baker / F Lubiani,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,J Russell / M Santangelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-0 5-7 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Asagoe / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,N Llagostera Vives / S Talaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(5),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,A Jidkova / T Perebiynis,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,C Schaul / A Ehritt-Vanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,A Spears / M Tu,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,K Grant / L Osterloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 7-6(6),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,E Dominikovic / G Voskoboeva,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,M Muller / J Woehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,C Chuang / R Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,S Hsieh / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-0 2-6 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,J Husarova / L Krasnoroutskaya,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,M Erakovic / C Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-0,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,T Ashley / L Granville,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,J Craybas / C Morariu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 2-6 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,L Baker / F Lubiani,,,,,,,,,,,,,,,,,,,,,,,,,,
46,H2H 1-0,Jessica Kirkland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
47,H2H 2-0,Angelique Kerber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Janette Husarova,,,,,,,,,,,,,,,,,,,,,,,,,,
48,H2H 5-0,Meilen Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,2-6 6-4 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shahar Peer,,,,,,,,,,,,,,,,,,,,,,,,,,
49,H2H 2-0,Angelika Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,2-6 6-4 7-5,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marie-Eve Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,
50,H2H 1-0,Mariana Diaz-Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-1 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Jessica Kirkland,,,,,,,,,,,,,,,,,,,,,,,,,,
51,H2H 3-0,Seiko Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
52,H2H 1-0,Silvija Talaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Angelique Kerber,,,,,,,,,,,,,,,,,,,,,,,,,,
53,H2H 1-0,Galina Voskoboeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Janette Husarova,,,,,,,,,,,,,,,,,,,,,,,,,,
54,H2H 1-1,Elise Tamaela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-1 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Meilen Tu,,,,,,,,,,,,,,,,,,,,,,,,,,
55,H2H 4-0,Aiko Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shahar Peer,,,,,,,,,,,,,,,,,,,,,,,,,,
56,H2H 1-0,Evie Dominikovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 3-6 7-5,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Angelika Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,
57,H2H 1-0,Lauren Breadmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marie-Eve Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,
58,H2H 1-0,Chia-Jung Chuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-0 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Mariana Diaz-Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,
59,H2H 1-1,Su-Wei Hsieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Jessica Kirkland,,,,,,,,,,,,,,,,,,,,,,,,,,
60,H2H 1-0,Jasmin Woehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,4-6 6-4 7-6(8),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Seiko Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,
61,H2H 1-0,Yvonne Meusburger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-5 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
62,H2H 1-0,Andreea Ehritt-Vanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-5 5-7 7-5,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Silvija Talaja,,,,,,,,,,,,,,,,,,,,,,,,,,
63,H2H 2-0,Shelley Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 7-6(4),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Angelique Kerber,,,,,,,,,,,,,,,,,,,,,,,,,,
64,H2H 1-0,Miho Saeki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Janette Husarova,,,,,,,,,,,,,,,,,,,,,,,,,,
65,H2H 1-1,Martina Muller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,2-6 6-3 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Galina Voskoboeva,,,,,,,,,,,,,,,,,,,,,,,,,,
66,H2H 2-0,Lilia Osterloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Elise Tamaela,,,,,,,,,,,,,,,,,,,,,,,,,,
67,H2H 1-0,Leanne Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Meilen Tu,,,,,,,,,,,,,,,,,,,,,,,,,,
68,H2H 1-0,Teryn Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Shahar Peer,,,,,,,,,,,,,,,,,,,,,,,,,,
69,H2H 2-1,Chanelle Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Aiko Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,
70,H2H 1-0,Amanda Keen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,4-6 6-2 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Evie Dominikovic,,,,,,,,,,,,,,,,,,,,,,,,,,
71,H2H 1-0,Tracey O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-6(3) 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Angelika Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,
72,H2H 1-1,Rika Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 3-0 Retired,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Lauren Breadmore,,,,,,,,,,,,,,,,,,,,,,,,,,
73,H2H 1-0,Francesca Lubiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,Marie-Eve Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,M Erakovic / C Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Hsieh / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,S Okamoto / M Saeki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,9-7,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,S Hsieh / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,L Lee-Waters / M Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,9-8(0),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Auckland/2005,Auckland,M Erakovic / C Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,
77,H2H 2-2,Samantha Stosur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1-6 6-3 7-5,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Patty Schnyder,,,,,,,,,,,,,,,,,,,,,,,,,,
78,H2H 1-0,Silvia Farina Elia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 2-6 6-1,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Samantha Stosur,,,,,,,,,,,,,,,,,,,,,,,,,,
79,H2H 2-2,Tatiana Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,3-6 6-4 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Patty Schnyder,,,,,,,,,,,,,,,,,,,,,,,,,,
80,H2H 0-4,Nadia Petrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Silvia Farina Elia,,,,,,,,,,,,,,,,,,,,,,,,,,
81,H2H 1-0,Magdalena Maleeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,2-6 6-3 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Samantha Stosur,,,,,,,,,,,,,,,,,,,,,,,,,,
82,H2H 1-1,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-7(5) 6-2 6-4,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Tatiana Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,
83,H2H 1-0,Sesil Karatantcheva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Patty Schnyder,,,,,,,,,,,,,,,,,,,,,,,,,,
84,H2H 6-1,Na Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Nadia Petrova,,,,,,,,,,,,,,,,,,,,,,,,,,
85,H2H 4-4,Denisa Chladkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,5-7 6-1 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Silvia Farina Elia,,,,,,,,,,,,,,,,,,,,,,,,,,
86,H2H 4-1,Iveta Benesova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 7-6(3),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Samantha Stosur,,,,,,,,,,,,,,,,,,,,,,,,,,
87,H2H 2-0,Klara Zakopalova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Magdalena Maleeva,,,,,,,,,,,,,,,,,,,,,,,,,,
88,H2H 1-1,Camille Pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 4-6 6-3,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,
89,H2H 3-2,Dinara Safina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 3-6 6-2,2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Tatiana Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,
90,H2H 1-1,Elena Likhovtseva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 0-6 7-6(3),2005-01-03,hard,https://matchstat.com/tennis/tournaments/w/Gold%20Coast/2005,Gold Coast,Sesil Karatantcheva,,,,,,,,,,,,,,,,,,,,,,,,,,
