,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner
64,H2H 6-3,Tomas Smid,SF,6-1 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Mats Wilander
65,H2H 3-0,Francisco Gonzalez,QF,6-4 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Jose Luis Clerc
66,H2H 1-1,Andres Gomez,QF,7-5 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Bernard Boileau
67,H2H 3-3,Pat Du Pre,QF,7-5 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Tomas Smid
68,H2H 5-2,Ramesh Krishnan,QF,6-1 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Mats Wilander
69,H2H 4-0,Alejandro Ganzabal,R16,6-4 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Jose Luis Clerc
70,H2H 3-1,Nick Saviano,R16,6-3 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Francisco Gonzalez
71,H2H 1-0,Givaldo Barbosa,R16,6-3 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Andres Gomez
72,H2H 0-0,Tim Wilkison,R16,WO,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Bernard Boileau
73,H2H 1-0,Ramiro Gonzalo Benavides Saravia,R16,6-2 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Pat Du Pre
74,H2H 2-0,Jimmy Brown,R16,6-2 5-7 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Tomas Smid
75,H2H 2-0,Stefan Simonsson,R16,6-0 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ramesh Krishnan
76,H2H 1-0,Loic Courteau,R16,6-1 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Mats Wilander
77,H2H 1-0,Ricardo Acuna,R32,6-3 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Jose Luis Clerc
78,H2H 1-0,Shlomo Glickstein,R32,2-6 7-6 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Alejandro Ganzabal
79,H2H 1-0,Van Winitsky,R32,7-6 2-6 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Francisco Gonzalez
80,H2H 1-0,Pablo Arraya,R32,3-6 7-6 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Nick Saviano
81,H2H 3-1,Carlos Castellan,R32,6-2 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Andres Gomez
82,H2H 1-1,Damir Keretic,R32,4-6 6-4 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Givaldo Barbosa
83,H2H 1-1,J. Fillol,R32,6-3 4-6 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Tim Wilkison
84,H2H 1-0,Tim Mayotte,R32,7-6 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Bernard Boileau
85,H2H 1-0,Marcos Hocevar,R32,6-4 3-6 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Pat Du Pre
86,H2H 1-0,Hans Simonsson,R32,6-3 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ramiro Gonzalo Benavides Saravia
87,H2H 1-4,Brad Gilbert,R32,4-6 6-3 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Jimmy Brown
88,H2H 1-0,Nduka Odizor,R32,6-4 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Tomas Smid
89,H2H 1-0,David Dowlen,R32,6-7 6-2 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Stefan Simonsson
90,H2H 1-1,Carlos Kirmayr,R32,6-4 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ramesh Krishnan
91,H2H 1-0,Victor Pecci,R32,6-1 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Loic Courteau
92,H2H 2-0,Gustavo Tiberti,R32,6-3 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Mats Wilander
93,H2H 1-0,Ivan Kley,R64,6-4 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ricardo Acuna
94,H2H 1-1,Jim Gurfein,R64,1-6 7-5 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Alejandro Ganzabal
95,H2H 1-0,Zoltan Kuharszky,R64,1-6 7-6 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Francisco Gonzalez
96,H2H 2-0,Ricardo Cano,R64,6-2 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Nick Saviano
97,H2H 1-0,Charles Strode,R64,6-2 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Carlos Castellan
98,H2H 1-0,Julio Goes,R64,6-4 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Givaldo Barbosa
99,H2H 2-0,Joao Soares,R64,6-7 6-1 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,J. Fillol
100,H2H 1-0,Rick Meyer,R64,6-1 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Bernard Boileau
101,H2H 1-0,Egan Adams,R64,6-2 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Pat Du Pre
102,H2H 1-0,Morris Strode,R64,6-0 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ramiro Gonzalo Benavides Saravia
103,H2H 2-0,Pedro Rebolledo,R64,7-5 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Jimmy Brown
104,H2H 2-0,Cesar Kist,R64,6-2 3-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Nduka Odizor
105,H2H 1-0,Ben Testerman,R64,2-6 6-3 6-0,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Stefan Simonsson
106,H2H 1-2,Tim Gullikson,R64,6-1 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Ramesh Krishnan
107,H2H 1-0,Rocky Royer,R64,6-1 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Loic Courteau
108,H2H 1-0,Cassio Motta,R64,4-6 6-2 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,Gustavo Tiberti
109,,S Glickstein / V Winitsky,F,5-7 7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,T Gullikson / T Smid
110,,D Dowlen / N Odizor,SF,7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,T Gullikson / T Smid
111,,C Kirmayr / C Motta,SF,7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,S Glickstein / V Winitsky
112,,P Arraya / A Gomez,QF,4-6 6-2 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,T Gullikson / T Smid
113,,D Keretic / Z Kuharszky,QF,6-4 3-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,D Dowlen / N Odizor
114,,G Barbosa / J Soares,QF,6-1 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,S Glickstein / V Winitsky
115,,N Saviano / B Testerman,QF,6-7 6-4 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,C Kirmayr / C Motta
116,,N Aerts / C Kist,R16,6-4 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,T Gullikson / T Smid
117,,R Acuna / J Schmidt,R16,7-5 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,P Arraya / A Gomez
118,,C Strode / M Strode,R16,2-6 7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,D Dowlen / N Odizor
119,,H Simonsson / M Wilander,R16,6-0 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,D Keretic / Z Kuharszky
120,,R Cano / J Clerc,R16,6-3 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,G Barbosa / J Soares
121,,E Oliveira / E Oncins,R16,6-1 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,S Glickstein / V Winitsky
122,,F Gonzalez / V Pecci,R16,6-4 6-7 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,N Saviano / B Testerman
123,,R Benavides Saravia / S Simonsson,R16,7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,C Kirmayr / C Motta
124,,I Kley / F Roese,R32,6-3 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,N Aerts / C Kist
125,,B Boileau / P Du Pre,R32,6-4 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,R Acuna / J Schmidt
126,,B Gilbert / R Krishnan,R32,6-2 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,D Dowlen / N Odizor
127,,A Hocevar / M Hocevar,R32,1-6 6-3 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,D Keretic / Z Kuharszky
128,,J Gurfein / R Meyer,R32,4-6 6-4 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,R Cano / J Clerc
129,,J Fillol / P Rebolledo,R32,6-3 3-6 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,E Oliveira / E Oncins
130,,J Goes / N Keller,R32,6-4 5-7 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,N Saviano / B Testerman
131,,E Adams / R Royer,R32,7-6 6-3,1983-01-24,https://matchstat.com/tennis/tournaments/m/Guaruja/1983,Guaruja,R Benavides Saravia / S Simonsson
132,H2H 6-4,G. Vilas,F,7-5 6-2 2-6 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,Ivan Lendl
133,H2H 9-2,Kevin Curren,SF,7-5 6-4 3-6 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,Ivan Lendl
134,H2H 6-2,Bill Scanlon,SF,6-3 7-6 6-4,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,G. Vilas
135,H2H 8-4,Balazs Taroczy,QF,6-2 6-2 6-2,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,Ivan Lendl
136,H2H 5-1,Brian Teacher,QF,6-2 6-3 6-7 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,Kevin Curren
137,H2H 4-5,Wojtek Fibak,QF,7-5 6-3 7-6,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,Bill Scanlon
138,H2H 8-2,Paul McNamee,QF,6-1 6-4 6-1,1983-01-24,https://matchstat.com/tennis/tournaments/m/WCT%20Detroit/1983,WCT Detroit,G. Vilas
139,H2H 1-0,Morris Strode,F,6-4 6-2,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Raul Ramirez
140,H2H 1-0,Francisco Gonzalez,SF,6-3 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Morris Strode
141,H2H 1-0,Stefan Simonsson,SF,6-1 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Raul Ramirez
142,H2H 3-1,Nick Saviano,QF,6-4 6-2,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Francisco Gonzalez
143,H2H 2-0,David Dowlen,QF,6-4 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Morris Strode
144,H2H 1-1,S. Smith,QF,1-6 6-2 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Stefan Simonsson
145,H2H 4-2,Tim Gullikson,QF,6-3 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Raul Ramirez
146,H2H 1-0,Joao Soares,R16,7-6 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Nick Saviano
147,H2H 2-3,J. Fillol,R16,2-6 7-6 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Francisco Gonzalez
148,H2H 2-0,Tim Wilkison,R16,7-5 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Morris Strode
149,H2H 1-0,Victor Pecci,R16,6-3 6-7 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,David Dowlen
150,H2H 1-1,Bernard Boileau,R16,3-6 6-4 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Stefan Simonsson
151,H2H 1-0,Shlomo Glickstein,R16,6-0 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,S. Smith
152,H2H 2-0,Sammy Giammalva,R16,6-2 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Tim Gullikson
153,H2H 2-0,Ricardo Acuna,R16,6-1 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Raul Ramirez
154,H2H 1-2,Andres Gomez,R32,7-6 3-6 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Joao Soares
155,H2H 1-0,Randolf Scheller,R32,6-4 2-6 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Nick Saviano
156,H2H 1-0,Erick Iskersky,R32,6-4 7-5,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Francisco Gonzalez
157,H2H 3-2,Pat Du Pre,R32,6-3 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,J. Fillol
158,H2H 1-0,Zoltan Kuharszky,R32,7-6 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Tim Wilkison
159,H2H 1-0,Sergio Speciale,R32,6-3 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Morris Strode
160,H2H 1-0,Jim Gurfein,R32,6-4 6-4,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,David Dowlen
161,H2H 2-0,Egan Adams,R32,6-4 6-2,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Victor Pecci
162,H2H 1-1,I. Nastase,R32,6-1 1-6 6-2,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Bernard Boileau
163,H2H 1-0,Rocky Royer,R32,6-4 6-7 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Stefan Simonsson
164,H2H 1-0,Nduka Odizor,R32,7-6 3-6 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,S. Smith
165,H2H 1-0,Ben Testerman,R32,6-3 6-3,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Shlomo Glickstein
166,H2H 1-0,Loic Courteau,R32,6-1 6-2,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Sammy Giammalva
167,H2H 1-1,Andreas Maurer,R32,4-6 7-6 7-6,1983-01-31,https://matchstat.com/tennis/tournaments/m/Caracas/1983,Caracas,Tim Gullikson
