,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,surface
3153,H2H 1-0,Horacio Zeballos,2.0,1.0,5942566.0,145808.0,,1.893,Horacio Zeballos,65.0,9.0,1.0,76.0,25.0,64.0,42.0,31.0,22.0,9.0,,,,,,2.0,140.0,,,1.89,2.04,R16,7-6(2) 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Illya Marchenko,0.0,4.0,5942566.0,145807.0,,2.04,Illya Marchenko,75.0,6.0,3.0,64.0,24.0,76.0,49.0,35.0,27.0,16.0,,,,,,1.0,140.0,,,grass
3154,H2H 4-0,Dudi Sela,5.0,3.0,5942567.0,145852.0,,2.03,Dudi Sela,86.0,4.0,1.0,98.0,37.0,73.0,48.0,35.0,25.0,14.0,,,,,,2.0,171.0,,,2.03,1.9,R16,7-6(8) 7-5,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Julien Benneteau,4.0,2.0,5942567.0,145851.0,,1.901,Julien Benneteau,85.0,4.0,2.0,73.0,24.0,98.0,65.0,45.0,33.0,16.0,,,,,,1.0,171.0,,,grass
3155,H2H 3-4,Fabio Fognini,2.0,3.0,5942568.0,145809.0,,3.28,Fabio Fognini,31.0,3.0,1.0,37.0,7.0,54.0,35.0,18.0,19.0,6.0,,,,,,1.0,91.0,,,3.28,1.4,R16,6-2 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Guillermo Garcia-Lopez,4.0,2.0,5942568.0,145810.0,,1.4,Guillermo Garcia-Lopez,60.0,9.0,5.0,54.0,30.0,37.0,19.0,18.0,18.0,12.0,,,,,,2.0,91.0,,,grass
3156,H2H 1-0,Stephane Robert,1.0,8.0,5942569.0,145854.0,,4.18,Stephane Robert,93.0,5.0,1.0,105.0,35.0,98.0,53.0,37.0,45.0,21.0,,,,,,2.0,203.0,,,4.18,1.28,R16,6-1 6-7(2) 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Michael Llodra,14.0,3.0,5942569.0,145853.0,,1.282,Michael Llodra,110.0,8.0,4.0,98.0,40.0,105.0,69.0,54.0,36.0,16.0,,,,,,1.0,203.0,,,grass
3157,H2H 2-0,Andrey Kuznetsov,7.0,2.0,5942570.0,145867.0,,3.85,Andrey Kuznetsov,101.0,7.0,1.0,113.0,35.0,102.0,63.0,46.0,39.0,20.0,,,,,,1.0,215.0,,,3.85,1.31,R16,6-1 6-7(3) 7-6(2),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Gilles Simon,7.0,7.0,5942570.0,145868.0,,1.31,Gilles Simon,114.0,8.0,3.0,102.0,36.0,113.0,66.0,53.0,47.0,25.0,,,,,,2.0,215.0,,,grass
3158,H2H 5-0,Yen-Hsun Lu,,,5942571.0,276696.0,,1.9,Yen-Hsun Lu,,,,,,,,,,,,,,,,2.0,,,,1.9,2.0,R16,6-7(1) 6-1 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Alexandr Dolgopolov,,,5942571.0,276695.0,,2.0,Alexandr Dolgopolov,,,,,,,,,,,,,,,,1.0,,,,grass
3159,H2H 1-0,Rainer Schuettler,3.0,3.0,5942572.0,145869.0,,1.25,Rainer Schuettler,65.0,0.0,0.0,60.0,17.0,76.0,43.0,32.0,33.0,16.0,,,,,,1.0,136.0,,,1.25,4.55,R16,6-3 7-6(5),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,James Ward,3.0,3.0,5942572.0,145870.0,,4.55,James Ward,71.0,6.0,2.0,76.0,28.0,60.0,42.0,34.0,18.0,9.0,,,,,,2.0,136.0,,,grass
3160,H2H 4-1,Lukasz Kubot,3.0,4.0,5942549.0,145800.0,,3.25,Lukasz Kubot,73.0,8.0,2.0,75.0,24.0,82.0,58.0,36.0,24.0,13.0,,,,,,2.0,157.0,,,3.25,1.4,R32,7-5 7-6(3),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Nicolas Almagro,8.0,2.0,5942549.0,145799.0,,1.4,Nicolas Almagro,84.0,6.0,3.0,82.0,33.0,75.0,49.0,35.0,26.0,16.0,,,,,,1.0,157.0,,,grass
3161,H2H 1-0,Eduardo Schwank,3.0,5.0,5942550.0,144977.0,,4.45,Eduardo Schwank,40.0,0.0,0.0,32.0,4.0,74.0,52.0,27.0,22.0,9.0,,,,,,1.0,106.0,,,4.45,1.25,R32,6-0 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Denis Istomin,5.0,0.0,5942550.0,144978.0,,1.25,Denis Istomin,66.0,14.0,5.0,74.0,38.0,32.0,28.0,24.0,4.0,4.0,,,,,,2.0,106.0,,,grass
3162,H2H 1-0,Andreas Seppi,3.0,0.0,5942551.0,144964.0,,1.435,Andreas Seppi,64.0,12.0,1.0,76.0,28.0,57.0,40.0,30.0,17.0,6.0,,,,,,2.0,133.0,,,1.44,3.1,R32,6-4 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Illya Marchenko,5.0,5.0,5942551.0,144963.0,,3.1,Illya Marchenko,69.0,6.0,3.0,57.0,21.0,76.0,43.0,30.0,33.0,18.0,,,,,,1.0,133.0,,,grass
3163,H2H 1-0,Lukas Lacko,5.0,4.0,5942552.0,144979.0,,1.43,Lukas Lacko,88.0,8.0,2.0,87.0,26.0,96.0,60.0,45.0,36.0,17.0,,,,,,1.0,183.0,,,1.43,3.1,R32,6-4 4-6 7-5,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Horacio Zeballos,9.0,3.0,5942552.0,144980.0,,3.1,Horacio Zeballos,95.0,8.0,3.0,96.0,34.0,87.0,57.0,46.0,30.0,15.0,,,,,,2.0,183.0,,,grass
3164,H2H 2-2,James Blake,3.0,3.0,5942553.0,144982.0,,1.82,James Blake,73.0,11.0,2.0,76.0,22.0,83.0,49.0,35.0,34.0,16.0,,,,,,2.0,159.0,,,1.82,2.1,R32,7-6(3) 7-5,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Julien Benneteau,4.0,2.0,5942553.0,144981.0,,2.1,Julien Benneteau,86.0,10.0,3.0,83.0,32.0,76.0,50.0,40.0,26.0,14.0,,,,,,1.0,159.0,,,grass
3165,H2H 2-1,Kevin Anderson,8.0,3.0,5942554.0,144983.0,,2.4,Kevin Anderson,60.0,2.0,2.0,69.0,25.0,52.0,30.0,24.0,22.0,11.0,,,,,,1.0,121.0,,,2.4,1.64,R32,5-7 6-3 0-0 Retired,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Dudi Sela,0.0,2.0,5942554.0,144984.0,,1.64,Dudi Sela,61.0,2.0,2.0,52.0,17.0,69.0,43.0,29.0,26.0,15.0,,,,,,2.0,121.0,,,grass
3166,H2H 1-0,Giovanni Lapentti,10.0,6.0,5942555.0,144985.0,,1.6,Giovanni Lapentti,125.0,10.0,4.0,118.0,45.0,140.0,93.0,62.0,47.0,18.0,,,,,,1.0,258.0,,,1.6,2.5,R32,7-6(11) 6-7(3) 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Fabio Fognini,8.0,9.0,5942555.0,144986.0,,2.5,Fabio Fognini,133.0,14.0,5.0,140.0,60.0,118.0,66.0,49.0,52.0,24.0,,,,,,2.0,258.0,,,grass
3167,H2H 2-1,Marc Gicquel,7.0,0.0,5942556.0,144965.0,,2.46,Marc Gicquel,94.0,2.0,2.0,95.0,28.0,101.0,67.0,48.0,34.0,18.0,,,,,,1.0,196.0,,,2.46,1.62,R32,6-4 6-7(4) 7-6(3),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Guillermo Garcia-Lopez,13.0,6.0,5942556.0,144966.0,,1.62,Guillermo Garcia-Lopez,102.0,5.0,3.0,101.0,35.0,95.0,50.0,41.0,45.0,26.0,,,,,,2.0,196.0,,,grass
3168,H2H 1-0,Martin Emmrich,6.0,5.0,5942557.0,144988.0,,6.7,Martin Emmrich,36.0,8.0,0.0,49.0,13.0,48.0,30.0,19.0,18.0,4.0,,,,,,2.0,97.0,,,6.7,1.14,R32,6-0 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Michael Llodra,15.0,1.0,5942557.0,144987.0,,1.14,Michael Llodra,61.0,6.0,4.0,48.0,25.0,49.0,32.0,25.0,17.0,11.0,,,,,,1.0,97.0,,,grass
3169,H2H 2-2,Leonardo Mayer,12.0,4.0,5942558.0,144990.0,,1.38,Leonardo Mayer,71.0,3.0,0.0,74.0,19.0,78.0,54.0,42.0,24.0,10.0,,,,,,2.0,152.0,,,1.38,3.35,R32,7-6(4) 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Stephane Robert,7.0,3.0,5942558.0,144989.0,,3.35,Stephane Robert,81.0,5.0,1.0,78.0,26.0,74.0,51.0,42.0,23.0,13.0,,,,,,1.0,152.0,,,grass
3170,H2H 1-1,Kei Nishikori,3.0,2.0,5942559.0,144992.0,,1.4,Kei Nishikori,41.0,2.0,0.0,43.0,13.0,46.0,31.0,23.0,15.0,5.0,,,,,,2.0,89.0,,,1.4,3.25,R32,6-4 3-1 Retired,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Andrey Kuznetsov,7.0,1.0,5942559.0,144991.0,,3.25,Andrey Kuznetsov,48.0,2.0,2.0,46.0,18.0,43.0,27.0,21.0,16.0,9.0,,,,,,1.0,89.0,,,grass
3171,H2H 4-0,Evgeny Korolev,7.0,4.0,5942560.0,144993.0,,2.38,Evgeny Korolev,101.0,9.0,3.0,115.0,45.0,92.0,49.0,36.0,43.0,20.0,,,,,,1.0,207.0,,,2.38,1.65,R32,6-3 6-7(6) 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Gilles Simon,5.0,9.0,5942560.0,144994.0,,1.65,Gilles Simon,106.0,9.0,5.0,92.0,36.0,115.0,55.0,40.0,60.0,30.0,,,,,,2.0,207.0,,,grass
3172,H2H 1-1,Jamie Baker,3.0,4.0,5942561.0,144968.0,,2.08,Jamie Baker,76.0,7.0,1.0,75.0,22.0,90.0,58.0,39.0,32.0,15.0,,,,,,2.0,165.0,,,2.08,1.86,R32,6-4 3-6 6-1,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Alexandr Dolgopolov,15.0,2.0,5942561.0,144967.0,,1.855,Alexandr Dolgopolov,89.0,10.0,3.0,90.0,36.0,75.0,51.0,35.0,24.0,18.0,,,,,,1.0,165.0,,,grass
3173,H2H 1-1,Karol Beck,9.0,1.0,5942562.0,145802.0,,1.78,Karol Beck,52.0,1.0,1.0,49.0,13.0,67.0,41.0,27.0,26.0,12.0,,,,,,2.0,116.0,,,1.78,2.16,R32,6-4 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Yen-Hsun Lu,3.0,4.0,5942562.0,145801.0,,2.16,Yen-Hsun Lu,64.0,10.0,3.0,67.0,28.0,49.0,30.0,24.0,19.0,12.0,,,,,,1.0,116.0,,,grass
3174,H2H 1-1,Andrey Golubev,1.0,8.0,5942563.0,145804.0,,2.5,Andrey Golubev,46.0,3.0,1.0,50.0,14.0,63.0,28.0,21.0,35.0,11.0,,,,,,2.0,113.0,,,2.5,1.6,R32,6-2 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Rainer Schuettler,2.0,2.0,5942563.0,145803.0,,1.6,Rainer Schuettler,67.0,9.0,4.0,63.0,31.0,50.0,27.0,20.0,23.0,16.0,,,,,,1.0,113.0,,,grass
3175,H2H 1-2,Feliciano Lopez,12.0,1.0,5942564.0,145806.0,,1.17,Feliciano Lopez,55.0,4.0,0.0,53.0,15.0,69.0,48.0,32.0,21.0,8.0,,,,,,2.0,122.0,,,1.17,5.9,R32,6-3 5-4 Retired,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,James Ward,6.0,3.0,5942564.0,145805.0,,5.9,James Ward,67.0,5.0,2.0,69.0,29.0,53.0,32.0,27.0,21.0,11.0,,,,,,1.0,122.0,,,grass
3176,,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-3 5-7 [10-8],2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3177,,M Melo / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3178,,S Aspelin / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,4-6 6-3 [11-9],2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3179,,J Benneteau / M Llodra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Melo / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3180,,J Baker / J Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3181,,A Golubev / A Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-1 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,S Aspelin / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3182,,L Mayer / H Zeballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3183,,L Kubot / O Marach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Melo / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3184,,J Delgado / D Inglot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,J Benneteau / M Llodra,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3185,,J Knowle / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 7-6(5),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3186,,N Almagro / E Schwank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 7-6(4),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,J Baker / J Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3187,,J Marray / J Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 5-7 [10-2],2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,A Golubev / A Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3188,,R Hutchins / J Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,S Aspelin / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3189,,M Emmrich / A Siljestrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,3-6 6-3 [10-8],2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,L Mayer / H Zeballos,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3190,,L Friedl / D Vemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(4) 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3191,H2H 1-0,Daniel Gimeno-Traver,6.0,1.0,5942545.0,144949.0,,,Daniel Gimeno-Traver,43.0,2.0,0.0,49.0,11.0,57.0,35.0,22.0,22.0,10.0,,,,,,1.0,106.0,,,,,FQ,6-3 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Giovanni Lapentti,0.0,2.0,5942545.0,144950.0,,,Giovanni Lapentti,63.0,7.0,3.0,57.0,25.0,49.0,35.0,30.0,14.0,8.0,,,,,,2.0,106.0,,,grass
3192,H2H 2-0,Michal Przysiezny,17.0,4.0,5942546.0,144951.0,,,Michal Przysiezny,125.0,8.0,2.0,132.0,47.0,108.0,70.0,57.0,38.0,21.0,,,,,,1.0,240.0,,,,,FQ,5-7 7-6(5) 7-6(2),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Martin Emmrich,17.0,8.0,5942546.0,144952.0,,,Martin Emmrich,115.0,5.0,1.0,108.0,30.0,132.0,80.0,58.0,52.0,27.0,,,,,,2.0,240.0,,,grass
3193,H2H 1-1,Igor Kunitsyn,4.0,2.0,5942547.0,144953.0,,,Igor Kunitsyn,83.0,11.0,4.0,90.0,32.0,91.0,56.0,30.0,35.0,21.0,,,,,,1.0,181.0,,,,,FQ,4-6 6-4 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Kei Nishikori,4.0,5.0,5942547.0,144954.0,,,Kei Nishikori,98.0,8.0,5.0,91.0,40.0,90.0,52.0,38.0,38.0,20.0,,,,,,2.0,181.0,,,grass
3194,H2H 1-2,Izak Van der Merwe,16.0,3.0,5942548.0,144956.0,,,Izak Van der Merwe,127.0,12.0,2.0,131.0,46.0,126.0,96.0,71.0,30.0,10.0,,,,,,2.0,257.0,,,,,FQ,6-4 6-7(11) 7-6(2),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Andrey Kuznetsov,13.0,4.0,5942548.0,144955.0,,,Andrey Kuznetsov,130.0,9.0,3.0,126.0,45.0,131.0,78.0,53.0,53.0,32.0,,,,,,1.0,257.0,,,grass
3195,H2H 1-0,Marcus Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Daniel Gimeno-Traver,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3196,H2H 1-0,Oliver Golding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 7-6(3),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3197,H2H 1-0,Brydan Klein,0.0,0.0,5942539.0,144934.0,,,Brydan Klein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,,,,,SFQ,WO,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Michal Przysiezny,0.0,0.0,5942539.0,144933.0,,,Michal Przysiezny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,,grass
3198,H2H 1-0,Treat Huey,0.0,6.0,5942540.0,144926.0,,,Treat Huey,46.0,2.0,0.0,51.0,16.0,62.0,48.0,24.0,14.0,6.0,,,,,,2.0,113.0,,,,,SFQ,6-2 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Martin Emmrich,4.0,6.0,5942540.0,144925.0,,,Martin Emmrich,67.0,9.0,4.0,62.0,32.0,51.0,28.0,24.0,23.0,11.0,,,,,,1.0,113.0,,,grass
3199,H2H 1-0,Lewis Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,5-7 7-5 6-1,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Igor Kunitsyn,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3200,H2H 2-0,Nick Cavaday,0.0,4.0,5942542.0,144927.0,,,Nick Cavaday,40.0,3.0,1.0,51.0,18.0,44.0,26.0,16.0,18.0,6.0,,,,,,1.0,95.0,,,,,SFQ,6-1 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Kei Nishikori,1.0,2.0,5942542.0,144928.0,,,Kei Nishikori,55.0,5.0,4.0,44.0,22.0,51.0,41.0,28.0,10.0,5.0,,,,,,2.0,95.0,,,grass
3201,H2H 1-0,Colin Fleming,2.0,4.0,5942543.0,144930.0,,,Colin Fleming,64.0,3.0,1.0,70.0,24.0,74.0,48.0,27.0,26.0,13.0,,,,,,2.0,144.0,,,,,SFQ,6-2 7-6(4),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Andrey Kuznetsov,6.0,3.0,5942543.0,144929.0,,,Andrey Kuznetsov,80.0,7.0,3.0,74.0,34.0,70.0,42.0,35.0,28.0,11.0,,,,,,1.0,144.0,,,grass
3202,H2H 1-0,Dominic Inglot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 7-6(3),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Izak Van der Merwe,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3203,H2H 1-0,Scott Sears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-1,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Daniel Gimeno-Traver,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3204,H2H 1-0,George Bastl,4.0,1.0,5942522.0,144879.0,,,George Bastl,59.0,6.0,2.0,63.0,25.0,68.0,45.0,24.0,23.0,10.0,,,,,,1.0,131.0,,,,,QFQ,6-4 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Marcus Willis,7.0,3.0,5942522.0,144880.0,,,Marcus Willis,72.0,13.0,5.0,68.0,34.0,63.0,41.0,27.0,22.0,11.0,,,,,,2.0,131.0,,,grass
3205,H2H 1-0,Kaden Hensel,14.0,5.0,5942523.0,144882.0,,,Kaden Hensel,95.0,5.0,1.0,110.0,36.0,89.0,68.0,46.0,21.0,13.0,,,,,,2.0,199.0,,,,,QFQ,6-4 6-7(4) 6-2,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Oliver Golding,12.0,7.0,5942523.0,144881.0,,,Oliver Golding,104.0,8.0,4.0,89.0,30.0,110.0,67.0,52.0,43.0,22.0,,,,,,1.0,199.0,,,grass
3206,H2H 1-0,Andreas Siljestrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 5-7 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,grass
3207,H2H 2-0,Sean Thornley,5.0,4.0,5942525.0,144918.0,,,Sean Thornley,52.0,3.0,1.0,58.0,17.0,62.0,31.0,21.0,31.0,14.0,,,,,,2.0,120.0,,,,,QFQ,6-3 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Michal Przysiezny,9.0,3.0,5942525.0,144917.0,,,Michal Przysiezny,68.0,8.0,3.0,62.0,27.0,58.0,37.0,28.0,21.0,13.0,,,,,,1.0,120.0,,,grass
3208,H2H 1-0,Liam Broady,5.0,2.0,5942526.0,144884.0,,,Liam Broady,44.0,4.0,0.0,52.0,13.0,54.0,28.0,17.0,26.0,14.0,,,,,,2.0,106.0,,,,,QFQ,6-2 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Brydan Klein,7.0,4.0,5942526.0,144883.0,,,Brydan Klein,62.0,5.0,3.0,54.0,23.0,52.0,35.0,28.0,17.0,11.0,,,,,,1.0,106.0,,,grass
3209,H2H 1-0,Matthew Short,1.0,2.0,5942527.0,144920.0,,,Matthew Short,33.0,2.0,0.0,45.0,12.0,46.0,28.0,15.0,18.0,6.0,,,,,,2.0,91.0,,,,,QFQ,6-1 6-3,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Martin Emmrich,5.0,5.0,5942527.0,144919.0,,,Martin Emmrich,58.0,6.0,4.0,46.0,25.0,45.0,24.0,20.0,21.0,13.0,,,,,,1.0,91.0,,,grass
3210,H2H 1-0,Daniel King-Turner,12.0,1.0,5942528.0,144922.0,,,Daniel King-Turner,76.0,4.0,0.0,81.0,27.0,72.0,49.0,40.0,23.0,9.0,,,,,,2.0,153.0,,,,,QFQ,6-4 7-6(3),2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Treat Huey,3.0,3.0,5942528.0,144921.0,,,Treat Huey,77.0,2.0,1.0,72.0,23.0,81.0,53.0,40.0,28.0,14.0,,,,,,1.0,153.0,,,grass
3211,H2H 2-0,Alexander Slabinsky,8.0,0.0,5942529.0,144886.0,,,Alexander Slabinsky,66.0,8.0,2.0,71.0,23.0,65.0,34.0,24.0,31.0,19.0,,,,,,2.0,136.0,,,,,QFQ,7-6(4) 6-4,2010-06-14,https://matchstat.com/tennis/tournaments/m/Eastbourne/2010,Eastbourne,Igor Kunitsyn,6.0,0.0,5942529.0,144885.0,,,Igor Kunitsyn,70.0,5.0,3.0,65.0,22.0,71.0,43.0,28.0,28.0,20.0,,,,,,1.0,136.0,,,grass
